LevelId,CryLevel,DisplayName,Name,Matching_Name,Pos,Rotate
2,level_002,Hermit Forest,SwitchRegionTrigger1toC_drama,,"990.05646,289.45807,126.998","0.99939084,0,0,-0.034899507"
2,level_002,Hermit Forest,SwitchRegionTriggerCto1,MHPlayerSpawnPoint2,"991.28113,298.02991,124.59054","0.99026805,0,0,-0.13917311"
2,level_002,Hermit Forest,SwitchRegionTrigger3to5,MHPlayerSpawnPoint13,"321.86829,975.48297,155.78426","0.90258533,0,0,0.43051106"
2,level_002,Hermit Forest,SwitchRegionTrigger4to2,MHPlayerSpawnPoint10,"281.54102,203.03264,357.80954","0.90630776,0,0,-0.42261836"
2,level_002,Hermit Forest,SwitchRegionTrigger4to2_drama,,"1011.0568,965.7561,120.32718","0.93041754,0,0,-0.3665013"
2,level_002,Hermit Forest,SwitchRegionTriggerCto5,MHPlayerSpawnPoint4,"334.87854,1045.3535,156","-0.0087265009,0,0,0.99996191"
2,level_002,Hermit Forest,SwitchRegionTrigger2to4_drama,,"268.15518,203.32449,360.69833","1,0,0,0"
2,level_002,Hermit Forest,SwitchRegionTrigger1to2,MHPlayerSpawnPoint5,"320.66428,297.08063,358","0.017452389,0,0,0.99984771"
2,level_002,Hermit Forest,SwitchRegionTriggerCto1_drama,,"1666.3372,374.58688,205.86751","1,0,0,0"
2,level_002,Hermit Forest,SwitchRegionTrigger3to5_drama,,"1463.9214,815.7088,324.9292","0.99619472,0,0,0.087155774"
3,level_003,Thunderous Sands,SwitchRegionTrigger5,MHPlayerSpawnPoint4_4-1,"3449.7876,800.82562,87.119308","0.99939084,0,0,-0.034899566"
3,level_003,Thunderous Sands,SwitchRegionTrigger1_1-C,MHPlayerSpawnPointC_1-C,"823.66235,3148.9219,95.743011","0.99691737,0,0,0.078459047"
3,level_003,Thunderous Sands,SwitchRegionTrigger11_7-6,MHPlayerSpawnPoint14_7-6,"1375.0449,743.94379,61.686447","0.99813479,0,0,0.061048552"
3,level_003,Thunderous Sands,SwitchRegionDrama4t6,,"2965.9856,3411.9329,63.008247","-0.38268358,0,0,0.9238795"
3,level_003,Thunderous Sands,SwitchRegionTrigger16,MHPlayerSpawnPoint11_3-7,"1270.8865,686.68774,48.9375","-0.40673685,0,0,0.91354537"
3,level_003,Thunderous Sands,SwitchRegionDrama3to2,,"543.56793,1972.7784,36.069221","0.97236991,0,0,-0.23344541"
3,level_003,Thunderous Sands,SwitchRegionTrigger13_6-7,MHPlayerSpawnPoint12_6-7,"1365.9366,689.1922,48.926739","-0.10452843,0,0,0.99452192"
3,level_003,Thunderous Sands,SwitchRegionTrigger3_1-4,MHPlayerSpawnPoint6_1-4,"3007.7104,3436.1167,64.606903","0.11320327,0,0,0.99357182"
3,level_003,Thunderous Sands,SwitchRegionTrigger3to2,MHPlayerSpawnPoint29_3-2,"564.47095,2001.147,26.128981","0.8571673,0,0,-0.51503813"
3,level_003,Thunderous Sands,SwitchRegionDrama7t3,,"1258.0619,707.60406,54.708382","0.96126175,0,0,0.27563721"
3,level_003,Thunderous Sands,SwitchRegiondrama_4-1,,"3010.4822,3443.1367,78.923706","0.98162717,0,0,-0.19080898"
3,level_003,Thunderous Sands,SwitchRegionTrigger22_0-2,MHPlayerSpawnPoint28_0-2,"591.87958,1995.1609,25.030617","0.77714604,0,0,0.62932032"
3,level_003,Thunderous Sands,SwitchRegionTrigger6_4-7,MHPlayerSpawnPoint13_4-7,"1398.9149,681.53186,48.94054","0.76040596,0,0,0.64944804"
3,level_003,Thunderous Sands,SwitchRegionTrigger20,MHPlayerSpawnPoint9_3-5,"652.49524,3168.9766,83.9375","-0.25881898,0,0,0.96592581"
3,level_003,Thunderous Sands,SwitchRegionTrigger18_6-5,MHPlayerSpawnPoint19_6-5,"641.94769,3149.2161,84.201141","0.76604444,0,0,-0.64278764"
3,level_003,Thunderous Sands,SwitchRegionTrigger9_5-1,MHPlayerSpawnPoint5_5-1,"3441.4651,809.73663,86.575104","0.52249849,0,0,-0.85264021"
3,level_003,Thunderous Sands,SwitchRegionTrigger21_7-3,MHPlayerSpawnPoint17_7-3,"478.65787,1928.014,35.819511","0.69465834,0,0,-0.71933985"
3,level_003,Thunderous Sands,SwitchRegionTrigger1_0-1,MHPlayerSpawnPoint3_0-1,"3483.304,801.72638,93.390381","0.70710683,0,0,0.70710677"
3,level_003,Thunderous Sands,SwitchRegionTrigger_2-3,MHPlayerSpawnPoint30_2-3,"537.50775,1963.1769,36.074364","0.19936794,0,0,0.97992468"
3,level_003,Thunderous Sands,SwitchRegionTrigger17_1-5,MHPlayerSpawnPoint18_1-5,"709.32184,3145.5354,84","0.81411558,0,0,0.5807029"
3,level_003,Thunderous Sands,SwitchRegionTrigger2-C,MHPlayerSpawnPoint_2-C,"803.98688,3179.5364,93.672218","0.52991921,0,0,-0.84804809"
3,level_003,Thunderous Sands,SwitchRegionTrigger10_7-4,MHPlayerSpawnPoint_7-4,"2975.7983,3405.0061,64.300278","-0.36650106,0,0,0.93041766"
3,level_003,Thunderous Sands,SwitchRegionTrigger8_5-3,MHPlayerSpawnPoint20_5-3,"501.83237,1890.0444,36.098728","0.99026805,0,0,-0.13917315"
3,level_003,Thunderous Sands,SwitchRegionTrigger7_5-6,MHPlayerSpawnPoint15_5-6,"1350.2238,787.06378,61.65625","-0.15643451,0,0,0.9876883"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_5to4_Tip,,"316.08243,218.28445,32.845921","0.91706008,0,0,0.39874905"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_6to7,SwitchRegionPoint_7to6,"301.12143,827.21808,19.874556","0.91354543,0,0,-0.40673667"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_2to3_Tip,,"748.15405,238.65295,19.263041","0.99862951,0,0,0.052335937"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_0to1A_Tip,,"816.52008,849.00159,19.286331","0.89879405,0,0,-0.43837112"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_0to1B,SwitchRegionPoint_0to1B,"790.4071,804.47217,17.956539","-0.35836798,0,0,0.9335804"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to0A,SwitchRegionPoint_1to0A,"810.30249,859.24585,18.189262","0.92718387,0,0,0.37460661"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_3to1,SwitchRegionPoint_3to1,"785.7926,773.21021,18.830492","-0.42261821,0,0,0.90630782"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to2B_Tip,,"802.43079,691.40625,19.420153","0.73727733,0,0,-0.67559022"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_4to3,SwitchRegionPoint_5to9,"172.28029,263.22543,23.196121","0.9426415,0,0,0.33380687"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_5to6_Tip,,"362.54214,243.78354,33.79969","0.99691737,0,0,-0.078459084"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_5to4,SwitchRegionPoint_5to11,"209.21129,193.01804,31.234375","0.84804809,0,0,0.52991927"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_6to5_Tip,,"266.61429,788.83588,27.702511","0.81411552,0,0,-0.58070296"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_4to5_Tip,,"226.75281,185.12978,32.800896","0.97629601,0,0,-0.2164396"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_6to7_Tip,,"287.91006,793.87872,19.231461","0.70710671,0,0,0.70710683"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_0to1B_Tip,,"780.67908,872.7558,19.173737","0.98628557,0,0,-0.16504771"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_2to1A,SwitchRegionPoint_1to2A,"874.52716,731.6496,18.30607","0.97236991,0,0,0.23344536"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_7to0,SwitchRegionPoint_6to0,"819.94098,869.32239,18.287149","0.79335338,0,0,0.60876143"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_7to0_Tip,,"313.22067,865.81195,19.420153","0.78801072,0,0,0.6156615"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_2to1B_Tip,,"752.00995,276.23376,20.134928","0.96363044,0,0,-0.26723844"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to3,SwitchRegionPoint_5to7,"139.8275,325.36725,23.328125","-0.17364822,0,0,0.98480773"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_2to1A_Tip,,"805.1488,293.29764,19.473232","0.84339142,0,0,0.53729963"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_3to2_Tip,,"161.99019,334.38452,24.554279","0.90996128,0,0,0.41469327"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_2to1B,SwitchRegionPoint_2to1B,"802.23212,707.31598,18.761997","1,0,0,0"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_3to4,SwitchRegionPoint_3to4,"174.71451,229.18648,31.232828","-0.095845714,0,0,0.9953962"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_3to1_Tip,,"133.5186,343.48999,24.3762","0.99144489,0,0,0.1305262"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_7to6_Tip,,"293.93344,820.52338,21.922943","0.93041754,0,0,0.36650127"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_2to3,SwitchRegionPoint_2to3,"153.64111,325.65445,23.328125","0.27563739,0,0,0.96126169"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_6to5,SwitchRegionPoint_6to5,"352.36673,243.89551,31.776413","0.7253744,0,0,0.68835461"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_5to6,SwitchRegionPoint_5to6,"269.17935,780.66974,18.816057","-0.16504768,0,0,0.98628557"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to2A_Tip,,"878.10175,721.42816,19.420153","0.78801072,0,0,-0.6156615"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_3to2,SwitchRegionPoint_5to15,"761.32758,242.44704,18.205709","0.79863554,0,0,-0.60181499"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_4to5,SwitchRegionPoint_4to5,"322.9494,224.51688,32.062183","0.94832367,0,0,-0.31730464"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_3to4_Tip,,"175.13966,256.83698,30.001368","0.73727727,0,0,-0.67559028"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to0A_Tip,,"854.16608,802.97211,19.067301","0.89879405,0,0,-0.43837115"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to2B,SwitchRegionPoint_1to2B,"760.10913,271.23422,18.026291","-0.44619784,0,0,0.89493436"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to2A,SwitchRegionPoint_5to16,"798.00702,284.30011,17.980627","0.36650118,0,0,0.9304176"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to3_Tip,,"766.63,772.06073,20.529285","0.99965733,0,0,-0.026176939"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_4to3_Tip,,"173.81996,238.94749,32.145035","0.71325046,0,0,0.70090932"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_0to6_Tip,,"828.43512,866.63385,18.04213","0.98325491,0,0,-0.18223554"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_0to6,SwitchRegionPoint_0to6,"311.76514,853.43268,17.759256","0.19080903,0,0,0.98162717"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to0B_Tip,,"782.93634,809.67572,19.420153","0.9636305,0,0,-0.26723838"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_0to1A,SwitchRegionPoint_0to1A,"858.26697,793.98651,18.33548","-0.26723832,0,0,0.96363044"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_1to0B,SwitchRegionPoint_1to0B,"791.51923,869.65192,18.291498","0.6946584,0,0,-0.71933979"
4,level_004,Kumbel Wetlands,SwitchRegionTrigger_7to6,SwitchRegionPoint_6o7,"287.40881,782.48914,18.630293","-1.1922327e-007,0,0,1"
5,level_005,,RSTrigger_6to0,RSTrigger_6to0_Point,"519.92291,3684.5154,55.065681","0.99904823,-0,0,-0.043619443"
5,level_005,,RSTrigger_7to3_Tips,,"1231.6776,2338.2639,44.766216","0.54463899,0,0,0.83867061"
5,level_005,,RSTrigger_1to0_Tips,,"1305.6755,1208.1353,73.958481","0.99691731,0,0,0.078459226"
5,level_005,,RSTrigger_6to1,RSTrigger_6to1_Point,"1363.2963,1185.6974,72.034843","0.58070296,0,0,0.81411552"
5,level_005,,RSTrigger_5to7_Tips,,"1919.8143,3536.832,279.32782","0.03489963,0,0,0.99939084"
5,level_005,,RSTrigger_2to7,RSTrigger_2to7_Point,"1227.2781,2432.5891,44.007706","0.31730458,0,0,0.94832373"
5,level_005,,RSTrigger_2to1,RSTrigger_2to1_Point,"1377.0297,1134.1617,72.646194","0.809017,0,0,0.58778524"
5,level_005,,RSTrigger_6to4_Tips,,"172.72746,130.50771,5.1415763","0.99984771,0,0,0.017452436"
5,level_005,,RSTrigger_6to4,RSTrigger_6to4_Point,"3210.0957,2997.4827,261.41125","0.9636305,0,0,0.26723823"
5,level_005,,RSTrigger_2to7_Tips,,"2926.6475,427.0824,43.593414","0.92050487,0,0,-0.39073113"
5,level_005,,RSTrigger_7to2_Tips,,"1237.9625,2442.1704,45.400673","0.25038001,0,0,0.96814764"
5,level_005,,RSTrigger_4to5,RSTrigger_4to5_Point,"1922.4762,3419.8813,276.95563","0.99862951,0,0,-0.052336004"
5,level_005,,RSTrigger_4to5_Tips,,"3237.0383,3097.5176,264.40924","0.5,0,0,0.86602539"
5,level_005,,RSTrigger_3to2_Tips,,"2722.311,2709.2051,251.80963","0.71325046,0,0,-0.70090926"
5,level_005,,RSTrigger_2to3_Tips,,"2870.188,463.3927,42.987736","0.62932038,0,0,0.77714592"
5,level_005,,RSTrigger_5to4_Tips,,"1921.2086,3404.4033,278.60782","0.095845781,0,0,0.9953962"
5,level_005,,RSTrigger_6to1_Tips,,"131.39642,81.710686,4.6075706","0.73727739,0,0,-0.67559016"
5,level_005,,RSTrigger_5to7,RSTrigger_5to7_Point,"1176.8906,2381.2996,44.576214","0.74895585,0,0,-0.66261995"
5,level_005,,RSTrigger_7to5,RSTrigger_7to5_Point,"1916.3949,3517.0205,277","0.095845737,0,0,0.9953962"
5,level_005,,RSTrigger_0to1_Tips,,"546.14941,3700.7705,56.366375","0.99862951,0,0,0.05233597"
5,level_005,,RSTrigger_6to0_Tips,,"147.43962,185.74316,2.3167591","0.95630479,0,0,-0.29237169"
5,level_005,,RSTrigger_2to1_Tips,,"2836.5938,404.30936,41.616257","0.98325491,0,0,0.18223543"
5,level_005,,RSTrigger_3to4_Tips,,"2758.4863,2775.3418,251.27359","-0.061048523,0,0,0.99813479"
5,level_005,,RSTrigger_4to6_Tips,,"3220.2263,2983.4421,262.59024","0.95881975,0,0,0.28401524"
5,level_005,,RSTrigger_4to3_Tips,,"3247.8564,3028.9629,264.66306","0.77162439,0,0,0.63607842"
5,level_005,,RSTrigger_3to2,RSTrigger_3to2_Point,"2873.9844,446.03299,40","0.034899518,0,0,0.99939084"
5,level_005,,RSTrigger_1to2,RSTrigger_1to2_Point,"2848.7009,409.98984,40","0.83388585,0,0,-0.55193698"
5,level_005,,RSTrigger_4to3,RSTrigger_4to3_Point,"2761.2788,2761.9346,250.27919","-0.017452436,0,0,0.99984771"
5,level_005,,RSTrigger_2to3,RSTrigger_2to3_Point,"2738.2478,2709.0039,250","0.70710683,0,0,-0.70710677"
5,level_005,,RSTrigger_3to7_Tips,,"2854.7085,2762.0364,253.51305","0.29237172,0,0,0.95630479"
5,level_005,,RSTrigger_0to1,RSTrigger_0to1_Point,"1309.7596,1189.741,71.8125","-0.28401533,0,0,0.95881969"
5,level_005,,RSTrigger_4to6,RSTrigger_4to6_Point,"168.7113,130.08875,8.5877838","0.70710677,0,0,0.70710677"
5,level_005,,RSTrigger_1to6,RSTrigger_1to6_Point,"129.98709,96.812241,0.23676407","0.99026811,0,0,0.13917306"
5,level_005,,RSTrigger_1to0,RSTrigger_1to0_Point,"532.89941,3698.2969,55.024269","0.66913056,0,0,0.74314487"
5,level_005,,RSTrigger_3to7,RSTrigger_3to7_Point,"1228.5498,2351.8962,44.348316","0.97814757,0,0,0.20791185"
5,level_005,,RSTrigger_7to3,RSTrigger_7to3_Point,"2843.636,2748.5308,250.27919","0.40673661,0,0,0.91354543"
5,level_005,,RSTrigger_1to6_Tips,,"1381.2253,1194.046,76.097435","0.52991927,0,0,0.84804815"
5,level_005,,RSTrigger_0to6,RSTrigger_0to6_Point,"139.50124,175.97272,0.17131305","0.33380693,0,0,0.94264144"
5,level_005,,RSTrigger_5to4,RSTrigger_5to4_Point,"3223.4114,3087.9473,261.056","0.61566144,0,0,0.78801078"
5,level_005,,RSTrigger_7to2,RSTrigger_7to2_Point,"2913.8567,418.87146,40","0.55919284,0,0,0.82903761"
5,level_005,,RSTrigger_3to4,RSTrigger_3to4_Point,"3227.6355,3030.8613,261","0.78260809,0,0,0.62251472"
5,level_005,,RSTrigger_1to2_Tips,,"1396.068,1133.5343,75.298012","0.68199837,0,0,-0.7313537"
5,level_005,,RSTrigger_7to5_Tips,,"1163.9264,2378.9727,45.210175","-0.078459106,0,0,0.99691731"
5,level_005,,RSTrigger_0to6_Tips,,"520.20947,3677.115,56.366375","1,0,0,1.4756145e-008"
5,level_005_airship,,RSTrigger_0to1,RSTrigger_0to1_Point,"542.96033,3807.1331,5.5704336","0.68835443,0,0,-0.72537452"
5,level_005_airship,,RSTrigger_2to1,RSTrigger_2to1_Point,"545.70056,3804.835,5.5704336","0.68835449,0,0,-0.72537446"
5,level_005_airship,,RSTrigger_1to2,RSTrigger_1to2_Point,"3.1471591,5.7771654,42.847664","0.006730142,0,0,0.99997735"
6,level_006,,SwitchRegionTrigger2t6,MHPlayerSpawnPoint2t6,"1932.3608,822.45764,90.201241","0.76040596,0,0,0.64944804"
6,level_006,,SwitchRegionTrigger6t2,MHPlayerSpawnPoint6t2,"3111.4221,3287.6577,133.78137","0.52991927,0,0,-0.84804815"
6,level_006,,SwitchRegionTrigger4t7,MHPlayerSpawnPoint4t7,"1912.731,3257.4648,88.491638","0.043619417,0,0,0.99904823"
6,level_006,,SwitchRegionDrama4t7,,"1939.5433,3824.5581,90.486053","0.7253744,0,0,-0.68835461"
6,level_006,,SwitchRegionDrama3t2,,"869.2525,3258.05,109.36038","0.96126169,0,0,-0.27563736"
6,level_006,,SwitchRegionDrama5t4,,"470.81079,580.31964,82.157211","0.92050487,0,0,-0.39073113"
6,level_006,,SwitchRegionTrigger7t1,MHPlayerSpawnPoint7t1,"3054.5884,1941.8738,133.25","0.97629601,0,0,-0.21643959"
6,level_006,,SwitchRegionTrigger1t0,MHPlayerSpawnPoint1t0,"3461.4128,374.51428,85.366966","0.82903761,0,0,-0.5591929"
6,level_006,,SwitchRegionDrama7t4,,"1916.6178,3268.866,93.790802","0.60181504,0,0,-0.79863548"
6,level_006,,SwitchRegionTrigger8t8,,"722.77545,1931.8408,92.295959","-0.49999991,0,0,0.86602545"
6,level_006,,SwitchRegionDrama7t1,,"1957.4567,3192.0891,96.435921","0.93667215,0,0,-0.35020745"
6,level_006,,SwitchRegionTrigger6t3,MHPlayerSpawnPoint6t3,"786.84454,3336.8835,107.51157","-0.19936797,0,0,0.97992468"
6,level_006,,SwitchRegionDrama2t1,,"3176.2593,3284.3496,135.64883","-0.24192193,0,0,0.97029573"
6,level_006,,SwitchRegionTrigger3t6,MHPlayerSpawnPoint3t6,"1894.788,790.66571,90.25","0.99026805,0,0,0.13917306"
6,level_006,,SwitchRegionTrigger7t4,MHPlayerSpawnPoint7t4,"1915.8295,3822.1543,84.554993","0.59482276,0,0,0.80385685"
6,level_006,,SwitchRegionDrama8t6,,"723.95343,2057.5972,92.469803","-0.15643433,0,0,0.98768836"
6,level_006,,SwitchRegionTrigger0t1,MHPlayerSpawnPoint0t1,"3084.584,1969.813,135.43555","0.87881708,0,0,0.47715878"
6,level_006,,SwitchRegionTrigger9t3,MHPlayerSpawnPoint9t3,"801.13123,3263.5046,107.51157","0.98162717,0,0,-0.19080894"
6,level_006,,SwitchRegionTrigger8t6,MHPlayerSpawnPoint8t6,"1849.5537,806.86865,90.06321","0.7547096,0,0,-0.65605903"
6,level_006,,SwitchRegionDrama5t8,,"381.66003,540.77332,88.040207","-0.3665013,0,0,0.93041754"
6,level_006,,SwitchRegionTrigger9t7,MHPlayerSpawnPoint9t7,"1854.5598,3245.376,88.765739","0.60181487,0,0,-0.7986356"
6,level_006,,SwitchRegionTrigger2t3,MHPlayerSpawnPoint2t3,"853.99884,3268.3787,107.3125","0.87461972,0,0,0.48480961"
6,level_006,,SwitchRegionDrama2t7,,"3106.3665,3231.4761,136.81421","-0.30070576,0,0,0.95371699"
6,level_006,,SwitchRegionDrama6t8,,"1830.2195,801.73425,95.49321","0.76040602,0,0,-0.64944798"
6,level_006,,SwitchRegionDrama6t3,MHPlayerSpawnPoint6t3,"786.84454,3336.8835,107.51157","-0.19936797,0,0,0.97992468"
6,level_006,,SwitchRegionTrigger7t9,MHPlayerSpawnPoint7t9,"1868.1521,1929.0912,114.81012","0.7547096,0,0,0.65605903"
6,level_006,,SwitchRegionDrama9t3,,"1859.3427,2004.8043,117.65122","0.58778518,0,0,-0.80901706"
6,level_006,,SwitchRegionDrama4t5,,"1864.2222,3727.1257,89.282211","0.71325046,0,0,-0.70090926"
6,level_006,,SwitchRegionTrigger4t5,MHPlayerSpawnPoint4t5,"456.57184,566.38507,77.4375","0.47715884,0,0,0.87881708"
6,level_006,,SwitchRegionTrigger8t5,MHPlayerSpawnPoint4t6,"386.89398,532.65613,77.429993","-0.49242344,0,0,0.87035573"
6,level_006,,SwitchRegionDrama7t9,MHPlayerSpawnPoint7t9,"1868.1521,1929.0912,114.81012","0.7547096,0,0,0.65605903"
6,level_006,,SwitchRegionTrigger1t2,MHPlayerSpawnPoint1t2,"3159.1501,3275.6672,133.47234","0.66262007,0,0,0.74895573"
6,level_006,,SwitchRegionTrigger5t8,MHPlayerSpawnPoint5t8,"731.55182,1954.9982,87.125","0.90630782,-0,0,-0.42261827"
6,level_006,,SwitchRegionDrama0t1,,"3451.7388,368.3331,85.568993","0.95881975,0,0,0.28401536"
6,level_006,,SwitchRegionTrigger1t7,MHPlayerSpawnPoint1t7,"1943.4778,3206.2944,88.967361","0.92718393,0,0,0.37460652"
6,level_006,,SwitchRegionDrama1t0,,"3096.1372,1969.2079,137.07953","0.99996191,0,0,-0.0087265465"
6,level_006,,SwitchRegionTrigger2t1,MHPlayerSpawnPoint2t1,"3041.2883,1972.9252,131.02278","-0.39073122,0,0,0.92050481"
6,level_006,,SwitchRegionTrigger3t2,MHPlayerSpawnPoint3t2,"3118.0217,3239.3269,133.78137","0.86602539,0,0,-0.50000006"
6,level_006,,SwitchRegionDrama3t9,,"788.80341,3245.8142,109.0022","0.97236991,0,0,-0.2334453"
6,level_006,,SwitchRegionTrigger5t4,MHPlayerSpawnPoint5t4,"1862.9108,3740.5549,84.554993","0.98480773,0,0,-0.17364825"
6,level_006,,SwitchRegionDrama1t7,,"3043.7769,1927.6482,135.85559","0.95105648,0,0,-0.309017"
6,level_006,,SwitchRegionTrigger3t9,MHPlayerSpawnPoint3t9,"1853.7723,1977.8907,114.81012","0.21643963,0,0,0.97629601"
6,level_006,,SwitchRegionDrama9t7,,"1884.1301,1927.4841,116.7257","0.73135358,0,0,-0.68199849"
6,level_006,,SwitchRegionDrama3t6,,"785.63025,3352.0725,109.36038","0.77162462,0,0,-0.63607818"
6,level_006,,SwitchRegionDrama6t2,,"1949.7771,816.90363,104.46142","0.55193698,0,0,-0.83388579"
6,level_006,,SwitchRegionTrigger6t8,MHPlayerSpawnPoint6t8,"732.23218,2032.629,87.1875","-0.14780937,0,0,0.98901588"
7,level_007,,SwitchRegionTrigger_3to2,SwitchRegionTrigger_3to2_Point,"1951.4542,2503.3923,24.747448","0.58070302,0,0,0.81411546"
7,level_007,,SwitchRegionTrigger_4to5,SwitchRegionTrigger_4to5_Point,"250.45824,1438.0989,35.63797","0.76604444,0,0,-0.64278764"
7,level_007,,SwitchRegionTrigger_5to4_Tip,,"232.42693,1429.9619,36.495628","-0.17364821,0,0,0.98480773"
7,level_007,,SwitchRegionTrigger_6to4,SwitchRegionTrigger_6to4_Point,"616.86804,1080.3597,30.165493","0.56640631,0,0,0.82412618"
7,level_007,,SwitchRegionTrigger_7to3,SwitchRegionTrigger_7to3_Point,"2144.595,3107.3745,19.282284","0.62932032,0,0,0.77714604"
7,level_007,,SwitchRegionTrigger_1to0_Tip,,"3433.1274,3115.7749,135.26791","0.8571673,0,0,0.51503807"
7,level_007,,SwitchRegionTrigger_7to6,SwitchRegionTrigger_7to6_Point,"1879.0603,842.07251,30.171875","0.98901588,0,0,-0.14780943"
7,level_007,,SwitchRegionTrigger_6to4_Tip,,"1943.75,956.25854,30.293293","0.50753832,0,0,-0.86162913"
7,level_007,,SwitchRegionTrigger_7to3_Tip,,"2190.8271,695.07861,33.355831","0.54463905,0,0,0.83867061"
7,level_007,,SwitchRegionTrigger_0to1,SwitchRegionTrigger_0to1_Point,"3446.0684,3135.9473,132.91037","0.98162717,0,0,-0.19080898"
7,level_007,,SwitchRegionTrigger_7to8,SwitchRegionTrigger_7to8_Point,"3490.8923,956.79968,32.673393","0.83388573,-0,0,-0.5519371"
7,level_007,,SwitchRegionTrigger_3to7_Tip,,"2156.4597,3106.0684,21.028641","0.026176939,0,0,0.99965733"
7,level_007,,SwitchRegionTrigger_0to2_Tip,,"606.50214,3191.9314,30.132168","0.70710677,0,0,0.70710677"
7,level_007,,SwitchRegionTrigger_2to0,SwitchRegionTrigger_2to0_Point,"606.30396,3205.9451,28.59375","1,0,0,0"
7,level_007,,SwitchRegionTrigger_7to8_Tip,,"2219.1228,786.15735,32.571136","-0.18223542,0,0,0.98325491"
7,level_007,,SwitchRegionTrigger_7to6_Tip,,"2093.5054,680.95245,32.846714","-0.12186937,0,0,0.99254614"
7,level_007,,SwitchRegionTrigger_2to3_Tip,,"1977.4713,2508.343,24.885031","-0.095845781,0,0,0.9953962"
7,level_007,,SwitchRegionTrigger_0to2,SwitchRegionTrigger_0to2_Point,"1907.6901,2507.0554,24.580095","0.66262001,0,0,-0.74895579"
7,level_007,,SwitchRegionTrigger_5to6_Tip,,"334.03525,1447.4703,39.049454","-0.31730467,0,0,0.94832367"
7,level_007,,SwitchRegionTrigger_2to3,SwitchRegionTrigger_2to3_Point,"2029.6594,3096.8975,19.336803","0.70710683,0,0,-0.70710677"
7,level_007,,SwitchRegionTrigger_1to8_Tip,,"3509.8767,3199.4756,133.30255","0.91354549,0,0,0.40673661"
7,level_007,,SwitchRegionTrigger_6to7_Tip,,"1874.0757,822.02386,34.555779","0.64944798,0,0,-0.76040602"
7,level_007,,SwitchRegionTrigger_3to2_Tip,,"2013.2939,3096.6182,19.303482","0.0087265233,0,0,0.99996191"
7,level_007,,SwitchRegionTrigger_8to7,SwitchRegionTrigger_8to7_Point,"2195.1387,765.53436,30.198792","0.30901706,0,0,0.95105648"
7,level_007,,SwitchRegionTrigger_4to6,SwitchRegionTrigger_4to6_Point,"1935.5149,939.17426,30.527176","0.28401542,0,0,0.95881969"
7,level_007,,SwitchRegionTrigger_4to1,SwitchRegionTrigger_4to1_Point,"3495.1663,3155.9304,132.37675","0.83867055,0,0,0.54463911"
7,level_007,,SwitchRegionTrigger_4to1_Tip,,"549.27161,1030.8485,33.398941","-0.05233597,0,0,0.99862951"
