# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,排序参数,强化规则,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
80039,Water Necklace·XVIII,"""精湛的工艺，极致的选材，一看就造价不菲，是猎人们追求的极品。\n（穿戴该装备需要角色等级至少145级）""",1,10,prop_gem_03,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80040,Water Necklace·XIX,"""从深海猎物体内取出的晶体，散发出无限孤独的气息，不知材质。\n（穿戴该装备需要角色等级至少150级）""",1,11,prop_gem_03,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80041,Fire Necklace·I,"""教官年轻时烤肉时必备的项链，似乎可以用一些材料进行加工的样子，不如在工匠那试试吧。\n（穿戴该装备需要角色等级至少1级）""",1,1,prop_gem_06,1,0,1,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80042,Fire Necklace·II,"""火山熔岩块制成的朴拙饰品，雕刻一些火焰式样的简笔画。\n（穿戴该装备需要角色等级至少5级）""",1,1,prop_gem_06,1,0,1,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80044,Fire Necklace·III,"""装满黑色火药草磨成粉末的小瓶，谨防剧烈晃动，否则容易发生爆炸。\n（穿戴该装备需要角色等级至少10级）""",1,1,prop_gem_06,1,0,2,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80045,Fire Necklace·IV,"""重新更换了火药瓶的材质，上面有一些古朴的火焰纹路。\n（穿戴该装备需要角色等级至少15级）""",1,1,prop_gem_06,1,0,2,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80046,Fire Necklace·V,"""奇异火纹形状的缀针，由各种火山矿石杂锻而成。\n（穿戴该装备需要角色等级至少20级）""",1,2,prop_gem_06,1,0,3,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80047,Fire Necklace·VI,"""火纹更为奔放，想必佩戴的人内心也是火热的吧。\n（穿戴该装备需要角色等级至少25级）""",1,2,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80048,Fire Necklace·VII,"""经过业火炼烧的赤琉璃珠，只要一颗就能提升饰品的时髦值。\n（穿戴该装备需要角色等级至少30级）""",1,2,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80049,Fire Necklace·VIII,"""它才不只一颗赤琉璃珠。\n（穿戴该装备需要角色等级至少35级）""",1,2,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,11,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050,Fire Necklace·IX,"""燃石炭煅烧而成的项链，坚硬无比。表面温度较高，不能过久佩戴，容易灼伤肌肤。\n（穿戴该装备需要角色等级至少40级）""",1,3,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,13,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80051,Fire Necklace·X,"""工艺更出色，火热内敛，佩戴起来更舒服，效果却不减半分。\n（穿戴该装备需要角色等级至少45级）""",1,3,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,14,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80052,Fire Necklace·XI,"""太刀三昧莲华锻生的副产品之一，外表漆黑不起眼，佩戴者一旦燃起狩魂便会烧起熊熊热焰。\n（穿戴该装备需要角色等级至少50级）""",1,4,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,16,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80053,Fire Necklace·XII,"""据说每一百次锻造才会有一次出现这种完好无损的产物，十分珍稀。\n（穿戴该装备需要角色等级至少55级）""",1,4,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,18,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80054,Fire Necklace·XIII,"""据说是某种古龙之眼改造而成的饰品，炎火缭绕终年不灭，普通人无法用手直接碰触。\n（穿戴该装备需要角色等级至少120级）""",1,5,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80055,Fire Necklace·XIV,"""火红的颜色，远望就感觉到热浪，总让人担心会不会烫伤脖子？\n（穿戴该装备需要角色等级至少125级）""",1,6,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,22,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80056,Fire Necklace·XV,"""火红的颜色，远望就感觉到热浪，总让人担心会不会烫伤脖子？\n（穿戴该装备需要角色等级至少130级）""",1,7,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,24,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80057,Fire Necklace·XVI,"""精美的小火球，跑动时左摇右晃，一种莫名的欢乐感。\n（穿戴该装备需要角色等级至少135级）""",1,8,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,26,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80058,Fire Necklace·XVII,"""精美的小火球，跑动时左摇右晃，一种莫名的欢乐感。\n（穿戴该装备需要角色等级至少140级）""",1,9,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,28,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80059,Fire Necklace·XVIII,"""千锤百炼后的火纹印刻在项链中，如同血液一般的流淌。\n（穿戴该装备需要角色等级至少145级）""",1,10,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,30,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80060,Fire Necklace·XIX,"""千锤百炼后的火纹印刻在项链中，如同血液一般的流淌。\n（穿戴该装备需要角色等级至少150级）""",1,11,prop_gem_06,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,32,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80061,Bolt Necklace·I,"""教官年轻时站在山巅挑战怪物的结果，似乎可以用一些材料进行加工的样子，不如在工匠那试试吧。\n（穿戴该装备需要角色等级至少1级）""",1,1,prop_gem_01,1,0,1,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80062,Bolt Necklace·II,"""雷光虫的发光器官制成的项链，虽然很闪亮，但制法残忍遭人诟病。\n（穿戴该装备需要角色等级至少5级）""",1,1,prop_gem_01,1,0,1,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80064,Bolt Necklace·III,"""禁锢一对雷光虫的虫瓶吊坠，即便是作为黑夜之中的光源也很实用。\n（穿戴该装备需要角色等级至少10级）""",1,1,prop_gem_01,1,0,2,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80065,Bolt Necklace·IV,"""虽然增加了很多雷光虫，但效果并没有明显提高。\n（穿戴该装备需要角色等级至少15级）""",1,1,prop_gem_01,1,0,2,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80066,Bolt Necklace·V,"""外形普通的挂饰，戴上之后会隐隐听到内心深处传来的轰鸣声。\n（穿戴该装备需要角色等级至少20级）""",1,2,prop_gem_01,1,0,3,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80067,Bolt Necklace·VI,"""戴上之后会听到雷电轰鸣，完全听不清其他声音。\n（穿戴该装备需要角色等级至少25级）""",1,2,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80068,Bolt Necklace·VII,"""项链末端是一块小小的石头，因为带电而发出蓝色和红色光芒，据说是大雷光虫的虫尸化石。\n（穿戴该装备需要角色等级至少30级）""",1,2,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,10,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80069,Bolt Necklace·VIII,"""项链因为这块石头上面的虫纹而身价百倍。\n（穿戴该装备需要角色等级至少35级）""",1,2,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,11,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80070,Bolt Necklace·IX,"""似乎能积蓄电能的光球，作为项链吊坠的话很难找到串起来的链子。\n（穿戴该装备需要角色等级至少40级）""",1,3,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80071,Bolt Necklace·X,"""似乎加大了储存的容量，不过看起来更容易爆炸了的样子。\n（穿戴该装备需要角色等级至少45级）""",1,3,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,14,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80072,Bolt Necklace·XI,"""麒麟的雷角加工成的吊坠，拥有幻兽麒麟的风雷之力。\n（穿戴该装备需要角色等级至少50级）""",1,4,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,16,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80073,Bolt Necklace·XII,"""工匠说之前的材料是次品，已经将其换成了更为优质的。\n（穿戴该装备需要角色等级至少55级）""",1,4,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80074,Bolt Necklace·XIII,"""传说是某种雷兽的翅膀，纯白色翼膜制成的挂饰，洁白柔软，在空气中拍击隐隐有雷霆之声。\n（穿戴该装备需要角色等级至少120级）""",1,5,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,20,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80075,Bolt Necklace·XIV,"""可以当号角吹的项链，发出嘹亮的呼啸声，似狂风。\n（穿戴该装备需要角色等级至少125级）""",1,6,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,22,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80076,Bolt Necklace·XV,"""可以当号角吹的项链，发出嘹亮的呼啸声，似狂风。\n（穿戴该装备需要角色等级至少130级）""",1,7,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,24,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80077,Bolt Necklace·XVI,"""一股清风袭来，靠近它的人都感觉凉爽。\n（穿戴该装备需要角色等级至少135级）""",1,8,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,26,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80078,Bolt Necklace·XVII,"""一股清风袭来，靠近它的人都感觉凉爽。\n（穿戴该装备需要角色等级至少140级）""",1,9,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,28,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80079,Bolt Necklace·XVIII,"""完全看不出啥造型的一团，也许是在狂风中凝练的项链吧。\n（穿戴该装备需要角色等级至少145级）""",1,10,prop_gem_01,1,0,4,2,3,2,2,0,0,1,0,1,5000,50,0,0,0,,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,,,2,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,30,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Y,,,1,1,1,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
