# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,气刃槽最大值,衰减速度,LV1时间,LV2时间,LV3时间,维持满状态时间,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
158160,角龙斧·暴君改,以一角龙为原型制成的双斧，接触猎物的一刹那伤痛会剧烈扩散。,40,2,ep_yjl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360020,360020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,500,0,-5,3500000,650000,1170000,1880000,2800000,3290000,3460000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158161,角龙斧·暴君改,以一角龙为原型制成的双斧，接触猎物的一刹那伤痛会剧烈扩散。,40,2,ep_yjl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360020,360020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,500,0,-15,2800000,600000,1100000,1480000,2390000,2640000,2890000,3580000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158162,激燃双刃,火龙翼爪锻造的双剑，将龙焰封入剑身，剑刃碰撞时会迸发出刺目火光。,40,3,ep_xhl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360025,360025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-15,3000000,620000,1170000,1400000,2200000,2800000,3300000,4000000,4000000,4000000,4000000,300,0,0,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158163,激燃双刃,火龙翼爪锻造的双剑，将龙焰封入剑身，剑刃碰撞时会迸发出刺目火光。,40,3,ep_xhl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360025,360025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-5,3500000,650000,1170000,1880000,2800000,3290000,3460000,4000000,4000000,4000000,4000000,300,0,0,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158164,激燃双刃,火龙翼爪锻造的双剑，将龙焰封入剑身，剑刃碰撞时会迸发出刺目火光。,40,3,ep_xhl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360025,360025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-15,2800000,600000,1100000,1480000,2390000,2640000,2890000,3580000,4000000,4000000,4000000,300,0,0,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158165,激燃双刃,火龙翼爪锻造的双剑，将龙焰封入剑身，剑刃碰撞时会迸发出刺目火光。,40,3,ep_xhl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360025,360025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,5,3300000,950000,1520000,2140000,2480000,2930000,3240000,3850000,4000000,4000000,4000000,300,0,0,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158166,激燃双刃,火龙翼爪锻造的双剑，将龙焰封入剑身，剑刃碰撞时会迸发出刺目火光。,40,3,ep_xhl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360025,360025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,5,3100000,1000000,1500000,2170000,2730000,2870000,2970000,3620000,4000000,4000000,4000000,300,0,0,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158167,居合矩阵,取剑极狼骨刃制作的双兵，骨刃交叠相撞的那一刻，绝望的冰冻之息就此释放。,40,3,ep_nbx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360072,360072,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,480,0,0,3000000,620000,1170000,1400000,2200000,2800000,3300000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,90,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158168,居合矩阵,取剑极狼骨刃制作的双兵，骨刃交叠相撞的那一刻，绝望的冰冻之息就此释放。,40,3,ep_nbx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360072,360072,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,480,0,10,3500000,650000,1170000,1880000,2800000,3290000,3460000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,90,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158169,居合矩阵,取剑极狼骨刃制作的双兵，骨刃交叠相撞的那一刻，绝望的冰冻之息就此释放。,40,3,ep_nbx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360072,360072,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,480,0,5,2800000,600000,1100000,1480000,2390000,2640000,2890000,3580000,4000000,4000000,4000000,300,0,0,0,0,0,90,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158170,居合矩阵,取剑极狼骨刃制作的双兵，骨刃交叠相撞的那一刻，绝望的冰冻之息就此释放。,40,3,ep_nbx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360072,360072,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,480,0,10,3300000,950000,1520000,2140000,2480000,2930000,3240000,3850000,4000000,4000000,4000000,300,0,0,0,0,0,90,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158171,居合矩阵,取剑极狼骨刃制作的双兵，骨刃交叠相撞的那一刻，绝望的冰冻之息就此释放。,40,3,ep_nbx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360072,360072,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,480,0,10,3100000,1000000,1500000,2170000,2730000,2870000,2970000,3620000,4000000,4000000,4000000,300,0,0,0,0,0,90,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158172,凶祸雷击·扣留者改,以电龙素材打造的雷属性双刀，刀身上有大量雷电留下的痕迹。,40,3,ep_dl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360206,360206,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-15,3000000,620000,1170000,1400000,2200000,2800000,3300000,4000000,4000000,4000000,4000000,300,0,0,0,90,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158173,凶祸雷击·扣留者改,以电龙素材打造的雷属性双刀，刀身上有大量雷电留下的痕迹。,40,3,ep_dl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360206,360206,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,5,3500000,650000,1170000,1880000,2800000,3290000,3460000,4000000,4000000,4000000,4000000,300,0,0,0,90,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158174,凶祸雷击·扣留者改,以电龙素材打造的雷属性双刀，刀身上有大量雷电留下的痕迹。,40,3,ep_dl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360206,360206,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-5,2800000,600000,1100000,1480000,2390000,2640000,2890000,3580000,4000000,4000000,4000000,300,0,0,0,90,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158175,凶祸雷击·扣留者改,以电龙素材打造的雷属性双刀，刀身上有大量雷电留下的痕迹。,40,3,ep_dl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360206,360206,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,10,3300000,950000,1520000,2140000,2480000,2930000,3240000,3850000,4000000,4000000,4000000,300,0,0,0,90,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158176,凶祸雷击·扣留者改,以电龙素材打造的雷属性双刀，刀身上有大量雷电留下的痕迹。,40,3,ep_dl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360206,360206,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,10,3100000,1000000,1500000,2170000,2730000,2870000,2970000,3620000,4000000,4000000,4000000,300,0,0,0,90,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158177,空首布改,以老山蟹素材打造的神秘双刀，在战争中的英雄使用的造型流传至今。,40,3,ep_lsx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360022,360022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-5,3000000,620000,1170000,1400000,2200000,2800000,3300000,4000000,4000000,4000000,4000000,300,0,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158178,空首布改,以老山蟹素材打造的神秘双刀，在战争中的英雄使用的造型流传至今。,40,3,ep_lsx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360022,360022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-5,3500000,650000,1170000,1880000,2800000,3290000,3460000,4000000,4000000,4000000,4000000,300,0,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158179,空首布改,以老山蟹素材打造的神秘双刀，在战争中的英雄使用的造型流传至今。,40,3,ep_lsx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360022,360022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-10,2800000,600000,1100000,1480000,2390000,2640000,2890000,3580000,4000000,4000000,4000000,300,0,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158180,空首布改,以老山蟹素材打造的神秘双刀，在战争中的英雄使用的造型流传至今。,40,3,ep_lsx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360022,360022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,0,3300000,950000,1520000,2140000,2480000,2930000,3240000,3850000,4000000,4000000,4000000,300,0,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158181,空首布改,以老山蟹素材打造的神秘双刀，在战争中的英雄使用的造型流传至今。,40,3,ep_lsx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360022,360022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-15,3100000,1000000,1500000,2170000,2730000,2870000,2970000,3620000,4000000,4000000,4000000,300,0,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158182,辉龙双炎,双剑挥舞的方向，成为了怪物哀嚎的昨天,40,3,ep_chl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360071,360071,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,540,0,0,3000000,620000,1170000,1400000,2200000,2800000,3300000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,35,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158183,辉龙双炎,双剑挥舞的方向，成为了怪物哀嚎的昨天,40,3,ep_chl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360071,360071,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,540,0,-5,3500000,650000,1170000,1880000,2800000,3290000,3460000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,35,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158184,辉龙双炎,双剑挥舞的方向，成为了怪物哀嚎的昨天,40,3,ep_chl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360071,360071,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,540,0,-5,2800000,600000,1100000,1480000,2390000,2640000,2890000,3580000,4000000,4000000,4000000,300,0,0,0,0,0,0,35,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158185,辉龙双炎,双剑挥舞的方向，成为了怪物哀嚎的昨天,40,3,ep_chl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360071,360071,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,540,0,-5,3300000,950000,1520000,2140000,2480000,2930000,3240000,3850000,4000000,4000000,4000000,300,0,0,0,0,0,0,35,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158186,辉龙双炎,双剑挥舞的方向，成为了怪物哀嚎的昨天,40,3,ep_chl_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360071,360071,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,540,0,10,3100000,1000000,1500000,2170000,2730000,2870000,2970000,3620000,4000000,4000000,4000000,300,0,0,0,0,0,0,35,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,11,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158187,狂徒剑【散流】改,以尾晶蝎素材加工而成的双剑，闪闪发光反而更令人战栗。,40,3,ep_wjx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360026,360026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-5,3000000,620000,1170000,1400000,2200000,2800000,3300000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,35,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158188,狂徒剑【散流】改,以尾晶蝎素材加工而成的双剑，闪闪发光反而更令人战栗。,40,3,ep_wjx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360026,360026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,5,3500000,650000,1170000,1880000,2800000,3290000,3460000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,35,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158189,狂徒剑【散流】改,以尾晶蝎素材加工而成的双剑，闪闪发光反而更令人战栗。,40,3,ep_wjx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360026,360026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,15,2800000,600000,1100000,1480000,2390000,2640000,2890000,3580000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,35,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158190,狂徒剑【散流】改,以尾晶蝎素材加工而成的双剑，闪闪发光反而更令人战栗。,40,3,ep_wjx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360026,360026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,-10,3300000,950000,1520000,2140000,2480000,2930000,3240000,3850000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,35,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158191,狂徒剑【散流】改,以尾晶蝎素材加工而成的双剑，闪闪发光反而更令人战栗。,40,3,ep_wjx_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360026,360026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,480,0,10,3100000,1000000,1500000,2170000,2730000,2870000,2970000,3620000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,35,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158192,噩梦侵蚀改,用银眠鸟素材打造的催眠双剑，能将怪物变为昏睡中待宰的羔羊。,40,3,ep_ymn_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360211,360211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,520,0,0,3000000,620000,1170000,1400000,2200000,2800000,3300000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158193,噩梦侵蚀改,用银眠鸟素材打造的催眠双剑，能将怪物变为昏睡中待宰的羔羊。,40,3,ep_ymn_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360211,360211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,520,0,10,3500000,650000,1170000,1880000,2800000,3290000,3460000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158194,噩梦侵蚀改,用银眠鸟素材打造的催眠双剑，能将怪物变为昏睡中待宰的羔羊。,40,3,ep_ymn_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360211,360211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,520,0,0,2800000,600000,1100000,1480000,2390000,2640000,2890000,3580000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158195,噩梦侵蚀改,用银眠鸟素材打造的催眠双剑，能将怪物变为昏睡中待宰的羔羊。,40,3,ep_ymn_14,0,1,1,2,1,6,0,0,0,1,0,0,0,0,0,0,0,,360211,360211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,0,99,0,0,0,10,520,0,15,3300000,950000,1520000,2140000,2480000,2930000,3240000,3850000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,10,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
