# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,排序参数,强化规则,染色规则,物品过期Tag,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
61094,Chramine Faulds,使用Chramine素材打造的腰部防具，坚韧且较为灵活。,1,4,ep_sln_05,1,0,1,2,2,4,2,0,0,1,0,0,12000,24,0,0,0,411055,421055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,-4,0,2,4,-2,,,,,,,,,,,61,3,55,2,111,3,53,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60110,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61095,Chramine Greaves,使用Chramine素材打造的腿部防具，厚重强硬。,1,4,ep_sln_04,1,0,1,2,2,5,2,0,0,1,0,0,12000,24,0,0,0,511055,521055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,-4,0,2,4,-2,,,,,,,,,,,61,3,55,2,111,2,53,-3,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60110,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61096,Chramine Cap,"远程猎人装备,使用Chramine素材制作的头部防具，能对头部提供一定的保护作用。",1,4,ep_sln_01,1,0,1,2,2,1,2,0,0,1,0,0,12000,24,0,0,0,112055,122055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-3,0,2,3,-2,,,,,,,,,,,61,3,55,1,111,1,53,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60110,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61097,Chramine Guards,"远程猎人装备,使用Chramine素材制作的腕部防具，能对手腕提供足够的防冲击能力。",1,4,ep_sln_03,1,0,1,2,2,2,2,0,0,1,0,0,12000,24,0,0,0,212055,222055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-3,0,1,3,-1,,,,,,,,,,,61,3,55,3,111,3,53,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60110,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61098,Chramine Vest,"远程猎人装备,使用Chramine素材制作的胸部防具，硬度强大到能够防御住足够的怪物攻击。",1,4,ep_sln_02,1,0,1,2,2,3,2,0,0,1,0,0,12000,24,0,0,0,312055,322055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-4,0,2,4,-2,,,,,,,,,,,61,3,55,1,111,1,53,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60110,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61099,Chramine Coat,"远程猎人装备,使用Chramine素材制作的腰部防具，坚韧且较为灵活。",1,4,ep_sln_05,1,0,1,2,2,4,2,0,0,1,0,0,12000,24,0,0,0,412055,422055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-4,0,2,4,-2,,,,,,,,,,,61,3,55,2,111,3,53,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60110,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61100,Chramine Pants,"远程猎人装备,使用Chramine素材制作的腿部防具，厚重强硬。",1,4,ep_sln_04,1,0,1,2,2,5,2,0,0,1,0,0,12000,24,0,0,0,512055,522055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-3,0,1,3,-1,,,,,,,,,,,61,3,55,2,111,2,53,-3,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60110,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61101,Cephalos Helm,"使用Cephalos素材制作的头部防具，造型独特,能够抵挡怪物利爪的攻击。",1,4,ep_slw_01,1,0,1,2,2,1,2,0,0,1,0,0,12000,24,0,0,0,111056,121056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,-2,4,0,2,-6,,,,,,,,,,,85,2,65,2,32,1,86,-1,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61102,Cephalos Braces,"使用Cephalos素材制作的腕部防具，透气性能十分不错,穿上后挥舞重型武器也没有负担。",1,4,ep_slw_03,1,0,1,2,2,2,2,0,0,1,0,0,12000,24,0,0,0,211056,221056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,26,,,,,,,,,,,,,,,,,,,,,,,,-2,4,0,2,-6,,,,,,,,,,,85,2,65,2,86,-3,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61103,Cephalos Mail,使用Cephalos素材制作的胸部防具，坚硬的鳞片提供了钢铁般的防御能力。,1,4,ep_slw_02,1,0,1,2,2,3,2,0,0,1,0,0,12000,24,0,0,0,311056,321056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,26,,,,,,,,,,,,,,,,,,,,,,,,-2,5,0,2,-7,,,,,,,,,,,85,2,65,2,32,3,86,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61104,Cephalos Faulds,使用Cephalos素材制作的腰部防具，腰后的Cephalos之鳍看起来好似燕尾。,1,4,ep_slw_05,1,0,1,2,2,4,2,0,0,1,0,0,12000,24,0,0,0,411056,421056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,26,,,,,,,,,,,,,,,,,,,,,,,,-2,4,0,2,-6,,,,,,,,,,,85,2,65,2,86,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61105,Cephalos Greaves,使用Cephalos素材制作的腿部防具，穿上后在沙地奔跑也非常灵活。,1,4,ep_slw_04,1,0,1,2,2,5,2,0,0,1,0,0,12000,24,0,0,0,511056,521056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,-2,4,0,2,-6,,,,,,,,,,,85,2,65,2,86,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61106,Cephalos Cap,"远程猎人装备,使用Cephalos素材制作的头部防具，足以抵挡强力的致命攻击。",1,4,ep_slw_01,1,0,1,2,2,1,2,0,0,1,0,0,12000,24,0,0,0,112056,122056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-2,3,0,2,-5,,,,,,,,,,,85,2,65,2,32,1,86,-1,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61107,Cephalos Guards,"远程猎人装备,使用Cephalos素材制作的腕部防具，巧妙的运用素材减轻腕铠的重量。",1,4,ep_slw_03,1,0,1,2,2,2,2,0,0,1,0,0,12000,24,0,0,0,212056,222056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-1,3,0,1,-5,,,,,,,,,,,85,2,65,2,86,-3,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61108,Cephalos Vest,"远程猎人装备,使用Cephalos素材制作的胸部防具，硬度足够抵御怪兽掀起的飞石。",1,4,ep_slw_02,1,0,1,2,2,3,2,0,0,1,0,0,12000,24,0,0,0,312056,322056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-2,4,0,2,-5,,,,,,,,,,,85,2,65,2,32,3,86,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61109,Cephalos Coat,"远程猎人装备,使用Cephalos素材制作的腰部防具，耐用的同时又轻巧灵活。",1,4,ep_slw_05,1,0,1,2,2,4,2,0,0,1,0,0,12000,24,0,0,0,412056,422056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-2,4,0,2,-5,,,,,,,,,,,85,2,65,2,86,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61110,Cephalos Pants,"远程猎人装备,使用Cephalos素材制作的腿部防具，细致的缝合将鳞片连接而成。",1,4,ep_slw_04,1,0,1,2,2,5,2,0,0,1,0,0,12000,24,0,0,0,512056,522056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,-1,3,0,1,-5,,,,,,,,,,,85,2,65,2,86,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60111,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61111,Diamyo H. Helm,"使用盾蟹素材打造的头部防具，混合金属后异常坚固,具有非常强大的反冲击能力。",1,4,ep_dx_01,1,0,1,2,2,1,2,0,0,1,0,0,12000,24,0,0,0,111057,121057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,26,,,,,,,,,,,,,,,,,,,,,,,,6,-2,-6,0,2,,,,,,,,,,,50,2,2,2,61,2,15,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61112,Diamyo H. Braces,使用盾蟹素材打造的腕部防具，混入矿石后使用精密的设计工艺打造。,1,4,ep_dx_03,1,0,1,2,2,2,2,0,0,1,0,0,12000,24,0,0,0,211057,221057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,6,-2,-6,0,2,,,,,,,,,,,50,1,2,3,61,2,15,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61113,Diamyo H. Mail,使用盾蟹素材打造的头部防具，曲面的设计能减轻受到冲击时带来的伤害。,1,4,ep_dx_02,1,0,1,2,2,3,2,0,0,1,0,0,12000,24,0,0,0,311057,321057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,26,,,,,,,,,,,,,,,,,,,,,,,,7,-2,-7,0,2,,,,,,,,,,,50,2,2,2,61,2,15,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61114,Diamyo H. Faulds,使用盾蟹素材打造的腰部防具，为了提供灵活的移动性能而大幅度降低了装备的重量。,1,4,ep_dx_05,1,0,1,2,2,4,2,0,0,1,0,0,12000,24,0,0,0,411057,421057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,26,,,,,,,,,,,,,,,,,,,,,,,,6,-2,-6,0,2,,,,,,,,,,,50,1,2,2,61,2,15,-3,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61115,Diamyo H. Greaves,使用盾蟹素材打造的腿部防具，即便受到钢铁般的攻击也丝毫不会有划痕。,1,4,ep_dx_04,1,0,1,2,2,5,2,0,0,1,0,0,12000,24,0,0,0,511057,521057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,6,-2,-6,0,2,,,,,,,,,,,50,1,2,3,61,2,15,-3,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61116,Diamyo H. Cap,"远程猎人装备,使用盾蟹素材制造的头部防具，面部被金属罩住,能提高瞄准的精度。",1,4,ep_dx_01,1,0,1,2,2,1,2,0,0,1,0,0,12000,24,0,0,0,112057,122057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,5,-2,-5,0,2,,,,,,,,,,,40,2,2,2,61,2,15,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61117,Diamyo H. Guards,"远程猎人装备,使用盾蟹素材制造的腕部防具，具有足够的硬度来保护猎人的手腕。",1,4,ep_dx_03,1,0,1,2,2,2,2,0,0,1,0,0,12000,24,0,0,0,212057,222057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,5,-1,-5,0,1,,,,,,,,,,,40,1,2,3,61,2,15,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61118,Diamyo H. Vest,"远程猎人装备,使用盾蟹素材制造的胸部防具，曲面的设计能减少冲击时造成的伤害。",1,4,ep_dx_02,1,0,1,2,2,3,2,0,0,1,0,0,12000,24,0,0,0,312057,322057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,5,-2,-5,0,2,,,,,,,,,,,40,2,2,2,61,2,15,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61119,Diamyo H. Coat,"远程猎人装备,使用盾蟹素材制造的腰部防具，混入大量的金属使得防具极为坚硬。",1,4,ep_dx_05,1,0,1,2,2,4,2,0,0,1,0,0,12000,24,0,0,0,412057,422057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,5,-2,-5,0,2,,,,,,,,,,,40,1,2,2,61,2,15,-3,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61120,Diamyo H. Pants,"远程猎人装备,使用盾蟹素材制造的腿部防具，看起来笨重但却出乎意料的灵巧。",1,4,ep_dx_04,1,0,1,2,2,5,2,0,0,1,0,0,12000,24,0,0,0,512057,522057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,5,-1,-5,0,1,,,,,,,,,,,40,1,2,3,61,2,15,-3,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60112,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
61121,Ioprey Helm,使用上好红速龙素材制成的头部防具。速龙系中最强规格的防具,1,4,ep_hslw_red_01,1,0,1,2,2,1,2,0,0,1,0,0,12000,24,0,0,0,111064,121064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,2,4,-4,-2,2,,,,,,,,,,,21,3,10,3,36,3,19,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60123,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61122,Ioprey Braces,用上等红速龙素材制成的护臂。速龙系最强的装备。,1,4,ep_hslw_red_03,1,0,1,2,2,2,2,0,0,1,0,0,12000,24,0,0,0,211064,221064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,2,4,-4,-2,2,,,,,,,,,,,21,1,10,3,19,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60123,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61123,Ioprey Mail,使用红速龙素材的胸甲，经过复杂的工序制作，是速龙系的最强装备。,1,4,ep_hslw_red_02,1,0,1,2,2,3,2,0,0,1,0,0,12000,24,0,0,0,311064,321064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,26,,,,,,,,,,,,,,,,,,,,,,,,2,5,-5,-2,2,,,,,,,,,,,21,1,10,3,19,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60123,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61124,Ioprey Faulds,用红速龙素材制作的腰装，实现了无隙构造的速龙系最强防具,1,4,ep_hslw_red_05,1,0,1,2,2,4,2,0,0,1,0,0,12000,24,0,0,0,411064,421064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,2,3,,26,,,,,,,,,,,,,,,,,,,,,,,,2,4,-4,-2,2,,,,,,,,,,,21,3,10,3,36,3,19,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60123,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61125,Ioprey Greaves,带着红色鳞片的美丽脚部装备，上乘的红速龙素材稳稳地守护着装备者的双脚,1,4,ep_hslw_red_04,1,0,1,2,2,5,2,0,0,1,0,0,12000,24,0,0,0,511064,521064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,26,,,,,,,,,,,,,,,,,,,,,,,,2,4,-4,-2,2,,,,,,,,,,,21,2,10,3,19,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60123,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
61126,Ioprey Cap,镶有美丽紫色之磷的装备。由严格筛选的红速龙素材编织而成的高级装备,1,4,ep_hslw_red_01,1,0,1,2,2,1,2,0,0,1,0,0,12000,24,0,0,0,112064,122064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,2,3,,15.6,,,,,,,,,,,,,,,,,,,,,,,,2,3,-3,-2,2,,,,,,,,,,,21,3,10,3,36,3,19,-2,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60123,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
