# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,超耐槽最大值,超耐值转化系数,额外增加值,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
53076,Cursed Guard,紫毒鸟素材制作的片手剑，一不小心割伤自己的话会中剧毒！,30,1,ep_zdn_07,1,1,1,2,1,4,2,0,0,1,0,0,94000,940,0,0,0,,340204,340204,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,84,0,0,2000000,370000,550000,820000,1500000,2120000,2640000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,23,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53081,巨蟹螯,使用镰蟹素材打造的片手剑，在提供强力的攻击能力的时候又具备绝佳的防御力。,35,1,ep_lx_07,1,1,1,2,1,4,2,0,0,1,0,0,105000,1050,0,0,0,,340015,340015,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,93,0,0,2500000,1210000,1650000,1710000,1900000,2750000,3250000,4000000,4000000,4000000,4000000,300,0,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,11,12,13,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53082,钝岩刃改,在岩龙的甲壳上缀以蓝宝石造就的片手剑，尽管看起来并不锋利，打击力却不逊于任何武器。,35,1,ep_yl_07,1,1,1,2,1,4,2,0,0,1,0,0,105000,1050,0,0,0,,340023,340023,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,120,0,-10,2500000,850000,970000,1170000,1950000,2970000,3460000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53083,猎命狂雷改,寄宿雷电之神的强力片手剑，攻击时似乎要将大地用雷神之力摧毁。,35,1,ep_dl_07,1,1,1,2,1,4,2,0,0,1,0,0,105000,1050,0,0,0,,340012,340012,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,90,0,10,2500000,970000,1230000,1290000,1850000,2870000,3650000,4000000,4000000,4000000,4000000,300,0,0,0,25,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,31,32,33,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53084,白王随扈,使用雪狮子王素材打造的片手剑，散发的寒气令人心生畏惧。,35,1,ep_xszw_07,1,1,1,2,1,4,2,0,0,1,0,0,105000,1050,0,0,0,,340017,340017,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,104,0,0,2500000,910000,1260000,1440000,1800000,2710000,3230000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,20,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,51,52,53,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53085,Sleep Dementor,利用眠鸟素材打造的片手剑，似乎具备一定的催眠效果。,35,1,ep_mn_07,1,1,1,2,1,4,2,0,0,1,0,0,105000,1050,0,0,0,,340014,340014,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,89,0,7,2500000,720000,910000,1140000,1900000,2400000,2900000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,25,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53086,Star Sword,采用星龙素材打造的独特片手剑。战场上看见的不是刀光剑影，而是流星。,35,1,ep_nb3_07,1,1,1,2,1,4,2,0,0,1,0,0,105000,1050,0,0,0,,340013,340013,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,118,0,-7,2500000,560000,1000000,1330000,1900000,2580000,3470000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53087,Sleep Dementor,利用眠鸟素材打造的片手剑，似乎具备一定的催眠效果。,35,1,ep_mn_07,1,1,1,2,1,4,2,0,0,1,0,0,161000,1610,0,0,0,,340014,340014,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,89,0,7,2500000,720000,910000,1140000,1900000,2400000,2900000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,25,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53091,Jagged Blade【Beast】,使用金毛兽王素材制造的片手剑，剑刃极其锋利，斩击威力强大，防御能力也相当不错。,40,2,ep_jmsw_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340203,340203,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,128,0,0,2500000,500000,1040000,1480000,1900000,2770000,3340000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53092,巨蟹螯改,使用镰蟹素材打造的片手剑，在提供强力的攻击能力的时候又具备绝佳的防御力。,40,2,ep_lx_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340015,340015,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,102,0,0,2500000,1470000,1610000,1710000,1900000,2940000,3020000,4000000,4000000,4000000,4000000,300,0,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,11,12,13,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53093,Rock Sword,在岩龙的甲壳上缀以蓝宝石造就的片手剑，尽管看起来并不锋利，打击力却不逊于任何武器。,40,2,ep_yl_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340023,340023,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,137,0,-15,2500000,830000,990000,1170000,1950000,2650000,3050000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53094,Dread Claw,在剑身和盾牌上涂饰骇狩蛛配色的涂料，战场上灵动的身姿能令惊异的对手动弹不得。,40,2,ep_hsz_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340205,340205,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,101,0,7,2500000,1080000,1140000,1220000,1850000,2920000,3540000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,27,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53095,狂雷秘剑,寄宿雷电之神的强力片手剑，攻击时似乎要将大地用雷神之力摧毁。,40,2,ep_dl_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340012,340012,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,99,0,10,2500000,850000,1150000,1360000,1850000,2610000,3130000,4000000,4000000,4000000,4000000,300,0,0,0,28,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,31,32,33,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53096,Starlight【Numb】,使用沙雷鸟素材打造的片手剑，攻防一体，灵活易动。,40,2,ep_sln_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340009,340009,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,102,0,0,2500000,180000,310000,1050000,1850000,2880000,3100000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,30,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53097,白王之先驱者,使用雪狮子王素材打造的片手剑，散发的寒气令人心生畏惧。,40,2,ep_xszw_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340017,340017,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,115,0,0,2500000,940000,1140000,1540000,1800000,2590000,3540000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,22,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,51,52,53,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53098,Apostle Axe,利用青怪鸟素材打造的极为坚硬的片手剑，其攻快如闪电，其防亦可匹敌万物。,40,2,ep_qgn_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340202,340202,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,104,0,-7,2500000,720000,1210000,1380000,1850000,2620000,3250000,4000000,4000000,4000000,4000000,300,0,0,27,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,21,22,23,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53099,Dread Purser,紫毒鸟素材制作的片手剑，一不小心割伤自己的话会中剧毒！,40,2,ep_zdn_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340204,340204,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,102,0,0,2500000,500000,1000000,1100000,2000000,2820000,3620000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,27,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53100,迷乱幽眠改,利用眠鸟素材打造的片手剑，似乎具备一定的催眠效果。,40,2,ep_mn_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340014,340014,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,97,0,7,2500000,770000,1170000,1330000,1900000,2350000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,27,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53101,流星坠,采用星龙素材打造的独特片手剑。战场上看见的不是刀光剑影，而是流星。,40,2,ep_nb3_07,1,1,1,2,1,4,2,0,0,1,0,0,135000,1350,0,0,0,,340013,340013,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,128,0,0,2500000,830000,910000,1140000,1900000,2660000,3580000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53102,Apostle Axe,利用青怪鸟素材打造的极为坚硬的片手剑，其攻快如闪电，其防亦可匹敌万物。,40,2,ep_qgn_07,1,1,1,2,1,4,2,0,0,1,0,0,300000,3000,0,0,0,,340202,340202,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,104,0,-7,2500000,720000,1210000,1380000,1850000,2620000,3250000,4000000,4000000,4000000,4000000,300,0,0,27,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,21,22,23,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53111,Jagged Blade,,1,3,ep_jmsw_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340203,340203,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,77,0,6,750000,200000,400000,1150000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10117,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.84,,,,,,,,,,,,,,,,,,,,
53112,巨蟹螯,,1,3,ep_lx_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340015,340015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,69,0,7,750000,450000,600000,1050000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10120,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.45,,,0.77,,,,,,,,,,,,,,,,,
53113,Blunt Rock Blade,,1,3,ep_yl_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340023,340023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,82,0,-11,750000,150000,300000,1050000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10115,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.12,,,,,,,,,,,,,,,,,,,,
53114,Mad Claw,在剑身和盾牌上涂饰骇狩蛛配色的涂料，战场上灵动的身姿能令惊异的对手动弹不得。,45,2,ep_hsz_07,1,1,1,2,1,4,2,0,0,1,0,0,180000,1800,0,0,0,,340205,340205,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,108,0,10,3000000,90000,1250000,1800000,2130000,2350000,3430000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,30,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
53115,猎命狂雷,,1,3,ep_dl_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340012,340012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,80,0,0,750000,150000,800000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,42,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10114,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4,,,,,2.1,,,,,,,,,,,,,,,
53116,Starling Law,,1,3,ep_sln_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340009,340009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,55,0,-7,750000,150000,300000,450000,900000,1750000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,15,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10110,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.74,,,,,,,,,,,,,,,,,,,0.73,
53117,白王随扈,,1,3,ep_xszw_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,72,0,0,750000,150000,350000,1050000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,16,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10121,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.6,,,,,,,0.8,,,,,,,,,,,,,
53118,青鸟钩斧,,1,3,ep_qgn_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340202,340202,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,66,0,-13,750000,100000,200000,950000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,25,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10113,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.32,,,,1.25,,,,,,,,,,,,,,,,
53119,Culprit Blade,,1,3,ep_zdn_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340204,340204,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,61,0,0,750000,350000,500000,950000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,17,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10119,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.03,,,,,,,,,,,,,,,,,0.85,,,
53120,迷乱片手,,1,3,ep_mn_07,1,1,1,2,1,4,2,0,0,1,0,0,8000,40,0,0,0,,340014,340014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,1,10,63,0,8,750000,300000,500000,950000,1750000,4000000,4000000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,14,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10116,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.13,,,,,,,,,,,,,,,,,,0.69,,
