# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,LV1蓄力,LV2蓄力,LV3蓄力,LV4蓄力,积攒满次数,满槽速度,弓满槽值,箭筒,携带数量,弦韧度,曲射类型1,曲射类型2,曲射类型3,曲射类型4,携带瓶1种类,携带瓶1数量,携带瓶2种类,携带瓶2数量,携带瓶3种类,携带瓶3数量,携带瓶4种类,携带瓶4数量,携带瓶5种类,携带瓶5数量,特殊箭种类1,特殊箭数量1,特殊箭种类2,特殊箭数量2,特殊箭种类3,特殊箭数量3,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
59137,月珥弓【大斗乃辨】,,1,4,ep_hln_10,1,1,1,2,1,10,2,0,0,1,0,0,10000,50,0,0,0,,400019,400019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,93,0,-7,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,23,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,6,6,11,6,特快,40,1,-1,100,,,天型2级,天型2级,强击瓶,10,毒瓶,10,眠瓶,10,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10128,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.24,,,,0.79,,,,,,,,,,,,,,,,
59151,角龙坚弓,,1,5,ep_yjl_10,1,1,1,2,1,10,2,0,0,1,0,0,150000,750,0,0,0,,400020,400020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,124,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,6,3,6,特快,40,1,-1,100,,,地型1级,天型1级,强击瓶,10,,,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10133,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.67,,,,,,,,,,,,,,,,,,,,
59152,荒漠裁决【断破】,空中破碎的一行行晚霞，是我用弓箭写下的猎人日记,55,3,ep_yjl_10,1,1,1,2,1,10,2,0,0,1,0,0,300000,3000,0,0,0,,400069,400069,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,170,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,11,12,12,6,中,40,1,-1,100,,,地型2级,天型3级,强击瓶,15,麻瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59153,月珥弓【迦具土】,“它能射出名为希望的箭矢，即使是命运，也能够贯穿”,55,3,ep_hln_10,1,1,1,2,1,10,2,0,0,1,0,0,300000,3000,0,0,0,,400070,400070,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,138,0,-7,0,0,0,0,0,0,0,0,0,0,0,300,0,0,40,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,12,12,12,4,特快,40,1,-1,100,,,天型2级,天型2级,强击瓶,10,毒瓶,10,眠瓶,10,,,,,无惧箭,10,,,,,11,21,22,23,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59154,觅心弓,,1,5,ep_chl_10,1,1,1,2,1,10,2,0,0,1,0,0,150000,750,0,0,0,,400021,400021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,135,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,10,10,11,6,中,40,1,-1,100,,,天型1级,地型2级,强击瓶,10,,,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10135,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4,,,,,,,,,,,,,,,,,,,,
59155,日珥弓【伊邪】,烈焰雌火龙临死前心想：我要化作那把最凶恶的弓，向天地间所有的生灵，吐息我的愤怒,55,3,ep_chl_10,1,1,1,2,1,10,2,0,0,1,0,0,300000,3000,0,0,0,,400071,400071,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,170,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,3,11,12,6,中,40,1,-1,100,,,天型2级,地型3级,强击瓶,15,毒瓶,10,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59156,雷武战狂,,1,5,ep_hdl_10,1,1,1,2,1,10,2,0,0,1,0,0,150000,750,0,0,0,,400206,400206,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,109,0,-7,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,27,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,2,10,7,6,特快,40,1,-1,100,,,天型2级,天型2级,接击瓶,4,麻瓶,6,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10132,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.24,,,,,0.79,,,,,,,,,,,,,,,
59157,摄魔紫焰,使用祸星龙素材打造的弓箭，弓身散发出恶魔的气息，连猎人都可能把持不住。,55,3,ep_hxl_10,1,1,1,2,1,10,2,0,0,1,0,0,300000,3000,0,0,0,,400209,400209,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,115,0,10,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,41,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,4,4,12,6,中,40,1,-1,100,,,地型2级,地型3级,强击瓶,15,毒瓶,10,,,,,,,无惧箭,10,,,,,11,41,42,43,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59158,飞卫矢,经过时光流逝磨砺而出的砦蟹弓骨，拉弦引弓有龙吟阵阵，本身就是一件神迹的象征。,55,3,ep_lsx_10,1,1,1,2,1,10,2,0,0,1,0,0,300000,3000,0,0,0,,400022,400022,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,172,0,-17,0,0,0,0,0,0,0,0,0,0,0,300,0,31,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,11,11,12,4,特快,40,1,-1,100,,,天型2级,天型3级,强击瓶,10,毒瓶,10,眠瓶,10,,,,,无惧箭,10,,,,,11,11,12,13,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59159,照影连珠,,1,6,ep_nb4_10,1,1,1,2,1,10,2,0,0,1,0,0,200000,1000,0,0,0,,400018,400018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,144,0,-8,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,30,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,6,6,11,6,中,40,1,-1,100,,,地型2级,地型2级,强击瓶,10,接击瓶,4,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10139,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.7,,,,,,0.77,,,,,,,,,,,,,,
59160,飞卫矢【龙雀】,经过时光流逝磨砺而出的砦蟹独行种弓骨，拉弦引弓有龙吟阵阵，本身就是一件神迹的象征。,65,3,ep_lsx2_10,1,1,1,2,1,10,2,0,0,1,0,0,600000,6000,0,0,0,,400283,400283,65,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,136,0,10,0,0,0,0,0,0,0,0,0,0,0,300,0,0,67,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,7,7,8,6,中,40,1,-1,100,,,地型2级,地型3级,强击瓶,15,毒瓶,10,麻瓶,10,,,,,无惧箭,10,,,,,11,21,22,23,,,,1,,,,,,,Y,,,1,1,1,,,,509,69,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
59161,白峰权现,,1,5,ep_nbx_10,1,1,1,2,1,10,2,0,0,1,0,0,150000,750,0,0,0,,400072,400072,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,95,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,0,0,0,20,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,7,11,6,中,40,1,-1,100,,,天型2级,地型2级,强击瓶,6,毒瓶,4,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10144,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,2.81,,,,,,,0.6,,,,,,,,,,,,,
59162,彗羽流,凝注电甲虫电能制作的长弓，弓弦本身就是电流，每一簇箭矢射出都是一场雷电盛宴。,60,3,ep_nby_10,1,1,1,2,1,10,2,0,0,1,0,0,400000,4000,0,0,0,,400073,400073,60,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,148,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,37,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,3,12,8,5,快,40,1,-1,100,,,天型3级,天型3级,强击瓶,10,接击瓶,10,麻瓶,10,,,,,无惧箭,10,,,,,11,31,32,33,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
400300,爱神之弓,7天时装武器<BR>传说中的爱神所使用的弓。完美的心形宝石，配上圣洁的羽毛装饰，让爱神之弓充满了爱情的魔力。,1,4,ep_ma017_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400261,400261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400301,爱神之弓,30天时装武器<BR>传说中的爱神所使用的弓。完美的心形宝石，配上圣洁的羽毛装饰，让爱神之弓充满了爱情的魔力。,1,4,ep_ma017_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400261,400261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400302,爱神之弓,365天时装武器<BR>传说中的爱神所使用的弓。完美的心形宝石，配上圣洁的羽毛装饰，让爱神之弓充满了爱情的魔力。,1,4,ep_ma017_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400261,400261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400303,爱神之弓,无时限时装武器<BR>传说中的爱神所使用的弓。完美的心形宝石，配上圣洁的羽毛装饰，让爱神之弓充满了爱情的魔力。,1,4,ep_ma017_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,400303,0,,400261,400261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59122,照影连珠,吞渊剑刃制作的连环弩机，形制古朴，但是威力惊人。据说设计灵感来自于一位古老的东方智者。,45,2,ep_nb4_10,1,1,1,2,1,10,2,0,0,1,0,0,180000,1800,0,0,0,,400018,400018,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,121,0,-10,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,33,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,6,7,12,7,慢,40,1,-1,100,,,地型2级,地型3级,强击瓶,15,,,,,,,,,无惧箭,10,,,,,9,41,42,43,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
403700,爱神之弓·S,7天时装武器<BR>S级爱神之弓，传说中的爱神所使用的弓。完美的心形宝石，配上圣洁的羽毛装饰，让爱神之弓充满了爱情的魔力。,1,4,ep_ma017_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400334,400334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403701,爱神之弓·S,30天时装武器<BR>S级爱神之弓，传说中的爱神所使用的弓。完美的心形宝石，配上圣洁的羽毛装饰，让爱神之弓充满了爱情的魔力。,1,4,ep_ma017_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400334,400334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403702,爱神之弓·S,365天时装武器<BR>S级爱神之弓，传说中的爱神所使用的弓。完美的心形宝石，配上圣洁的羽毛装饰，让爱神之弓充满了爱情的魔力。,1,4,ep_ma017_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400334,400334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403703,爱神之弓·S,无时限时装武器<BR>S级爱神之弓，传说中的爱神所使用的弓。完美的心形宝石，配上圣洁的羽毛装饰，让爱神之弓充满了爱情的魔力。,1,4,ep_ma017_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,403703,0,,400334,400334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59163,赤月轮,,1,5,ep_xhl_10,1,1,1,2,1,10,2,0,0,1,0,0,150000,750,0,0,0,,400025,400025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,106,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,33,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,10,2,11,6,快,40,1,-1,100,,,天型1级,天型2级,强击瓶,10,,,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10146,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,3.14,,,,0.97,,,,,,,,,,,,,,,,
59164,虎钺长弓,轰龙骨骼制作的弓箭，射出的箭簇能穿石没羽，只有真正强者才能运用自如。,55,3,ep_hl_10,1,1,1,2,1,10,2,0,0,1,0,0,300000,3000,0,0,0,,400028,400028,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,187,0,-15,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,8,12,4,特快,40,1,-1,100,,,天型2级,地型3级,强击瓶,10,,,,,,,,,无惧箭,10,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
406700,瑶光次元弓,7天时装武器<BR>龙人遗迹中发现的神秘战弓。无法解析的金属材质，奇特的能量输出，以及可以击穿重甲的惊人伤害，无不展现出超文明制作工艺的神奇之处。,1,4,ep_ma043_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,604800,,400389,400389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406701,瑶光次元弓,30天时装武器<BR>龙人遗迹中发现的神秘战弓。无法解析的金属材质，奇特的能量输出，以及可以击穿重甲的惊人伤害，无不展现出超文明制作工艺的神奇之处。,1,4,ep_ma043_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,2592000,,400389,400389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406702,瑶光次元弓,365天时装武器<BR>龙人遗迹中发现的神秘战弓。无法解析的金属材质，奇特的能量输出，以及可以击穿重甲的惊人伤害，无不展现出超文明制作工艺的神奇之处。,1,4,ep_ma043_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,0,31536000,,400389,400389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406703,瑶光次元弓,无时限时装武器<BR>龙人遗迹中发现的神秘战弓。无法解析的金属材质，奇特的能量输出，以及可以击穿重甲的惊人伤害，无不展现出超文明制作工艺的神奇之处。,1,4,ep_ma043_g,1,1,1,2,5,10,2,0,0,1,0,0,99999,1,1,400303,0,,400389,400389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
