# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,副本中使用次数,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,随机狩猎奖励点,解绑道具,解绑道具数量
40199,落 day 流光超值礼包,"""<FONT COLOR=\""\#68A16A\"" >落 day 流光超值礼包，2015 year 12 month 31 day ~2016 year 1 month 25 day 限时出售。<BR>Contains ：落 day 流光套装无时限，封魔眼罩无时限，Relic Slate20 pieces，狩猎券5pieces</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,5,mart_fashion_gifts_yellow,1,0,1,1,9,2,3,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40199,,3,,,,,,,,,,,,,,,,,,,,,,,,
40200,蔷薇骑士超值礼包,"""<FONT COLOR=\""\#68A16A\"" >蔷薇骑士超值礼包，2015 year 12 month 31 day ~2016 year 1 month 25 day 限时出售。<BR>Contains ：蔷薇骑士套装无时限，一心一意无时限，Relic Slate20 pieces，狩猎券5pieces</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,3,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40200,,3,,,,,,,,,,,,,,,,,,,,,,,,
40201,花火.金鸡报晓,"""<FONT COLOR=\""\#68A16A\"" >时值 year 关交替之际，为猎人特别定制的喜庆花火，燃放之后，能给猎人们带来一整 year 的好运。在城镇内 Day上 Day下究极礼花处使用，可燃放璀璨烟火，在“进击的 year 兽”3区中也可作为秘密武器使用</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">金鸡报晓财源广，银树呈祥花果硕</FONT>""",1,4,nian_bonus_03,1,0,1,1,0,2,0,0,999,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,180101;180201;300651;160201,1,0,0,,0,0,0,固定礼花,0,60000,33338,0,0,0,0,0,0,0,0,0,0,0,0,0,40201,,4,474,,,,,,,,,,,,,,,,,,,,,,,
40202,Relic Slate100礼包,"""<FONT COLOR=\""\#68A16A\"" >Relic Slate超值礼包，打开后获得:Relic Slate100 pieces，Cat Ticket5pieces，Guts Powder5pieces，强效强走药5pieces，猫饭券10 pieces。另外，有一定几率可获得“支线任务”无限时头饰</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,5,mart_fashion_gifts_blue,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40202,,3,,,,,,,,,,,,,,,,,,,,,,,,
40203,假 day 畅玩超值礼包,"""<FONT COLOR=\""\#68A16A\"" >假 day 畅玩超值礼包，打开后获得：素材增幅券4pieces，Cat Ticket2pieces，Guts Powder2pieces，【大师】缓释型生命粉尘2pieces。另外，有一定几率可获得“艳阳草帽”无时限头饰</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,5,mart_fashion_gifts_red,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,执行开包,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40203,,3,,,,,,,,,,,,,,,,,,,,,,,,
40204,Dye Bottle,"""<FONT COLOR=\""\#68A16A\"" >This bottle has the unique property of transforming the colors of the designated parts of your attire and can be used in the fashion dyeing interface, and the different colors need to be consumed in different quantities.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">Equipment Dyeing Props</FONT>""",1,1,bottle_colorings_01,1,0,1,1,0,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40204,,4,569,,,,,,,,,,,,,,,,,,,,,,,
40205,30 Day VIP promotional gift pack,"""<FONT COLOR=\""\#68A16A\"" >PurchaseVIP Member Card30 Day，赠送：World Megaphone*3，Guts Powder*3，Relic Slate*3</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">超低折扣礼包，每名猎人限购1次。</FONT>""",1,1,Mart_vip_box02_s,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40205,,3,,,,,,,,,,,,,,,,,,,,,,,,
40206,90 Day VIP promotional gift pack,"""<FONT COLOR=\""\#68A16A\"" >PurchaseVIP Member Card90 Day，赠送：World Megaphone*5，Cat Ticket*5，Guts Powder*5，Relic Slate*5</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">超低折扣礼包，每名猎人限购1次。</FONT>""",1,1,Mart_vip_box03_s,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40206,,3,,,,,,,,,,,,,,,,,,,,,,,,
40207,360 Day VIP promotional gift pack,"""<FONT COLOR=\""\#68A16A\"" >PurchaseVIP Member Card360 Day，赠送：World Megaphone*10，Cat Ticket*10，Guts Powder*10，Relic Slate*10，大师守护药剂*10，狩猎券*10</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">超低折扣礼包，每名猎人限购1次。</FONT>""",1,1,Mart_vip_box04_s,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40207,,3,,,,,,,,,,,,,,,,,,,,,,,,
40208,齐天大圣超值礼包,"""<FONT COLOR=\""\#68A16A\"" >齐 Day大圣超值礼包，打开后获得：齐 Day大圣套装无时限，美猴喵套装无时限，古文书.一20 pieces，Relic Slate50 pieces</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">2016 year 1 month 26 day ~2 month 22 day 限时出售</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40208,,3,,,,,,,,,,,,,,,,,,,,,,,,
40209,影武忍者超值礼包,"""<FONT COLOR=\""\#68A16A\"" >影武忍者超值礼包，打开后获得：影武忍者套装无时限，素材增幅券10 pieces，古文书.二20 pieces，Relic Slate20 pieces</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">2016 year 1 month 26 day ~2 month 22 day 限时出售</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40209,,3,,,,,,,,,,,,,,,,,,,,,,,,
40210,新 year 行大运礼包,"""<FONT COLOR=\""\#68A16A\"" >新 year 行大运，好运滚滚来，打开后可随机获得以下一种道具：恭喜发财无时限头饰，礼物拿来无时限头饰，艾露猫宝藏【惠】1pieces，Guts Powder2pieces，Cat Ticket2pieces，古文书.一1pieces，古文书.二1pieces，【大师】麻痹陷阱2pieces</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">2016 year 1 month 26 day ~2 month 22 day 限时出售</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40210,,3,,,,,,,,,,,,,,,,,,,,,,,,
40211,战力突破礼包,"""<FONT COLOR=\""\#68A16A\"" >攻击防御全面晋级，打开后随机获得以下一种道具：财神喵无时限套装，Hunting Soul Point10点，Hunting Soul Point12点，Hunting Soul Point30点，银喵玉3pieces，金喵玉2pieces，艾露猫宝藏【惠】2pieces。此外，还能额外随机获得2pieces“ year 兽来袭”集字活动的文字。</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">2016 year 2 month 4 day ~2 month 14 day 限时出售</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40211,,3,,,,,,,,,,,,,,,,,,,,,,,,
40212,白色恋人超值礼包,"""<FONT COLOR=\""\#68A16A\"" >白色恋人超值礼包，打开后获得：白色恋人套装无时限，浪漫玫瑰无时限，Hunting Soul Pointx20，银币x50000</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">2016 year 2 month 4 day ~2 month 14 day 限时出售</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40212,,3,,,,,,,,,,,,,,,,,,,,,,,,
40213,心羽双枕.S 绝版礼包,"""<FONT COLOR=\""\#68A16A\"" >心羽双枕.S 绝版礼包，打开后获得：心羽双枕.S（S级双刀武器时装），白色恋人套装无时限，玫瑰绅士套装无时限（艾露时装），Hunting Soul Pointx240，银币x100000</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">2016 year 2 month 4 day ~2 month 10 day ,只售1周</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40213,,3,,,,,,,,,,,,,,,,,,,,,,,,
40214,财神喵无时限套装,"""<FONT COLOR=\""\#68A16A\"" >打开后获得：财神喵无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">艾露套装<BR>金闪闪的传统财神装束，配上纯金打造的招财喵爪杖，可爱的艾露喵瞬间变为招财喵</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40214,,3,,,,,,,,,,,,,,,,,,,,,,,,
40215,齐 Day大圣套装,"""<FONT COLOR=\""\#68A16A\"" >齐 Day大圣无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">传说中大闹 Day宫的齐 Day大圣所穿着的装束。凤翅紫金冠，锁子黄金甲，藕丝步云履，无一不是四海龙宫珍藏多 year 的极品装备。</FONT>""",1,1,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40215,,3,,,,,,,,,,,,,,,,,,,,,,,,
40216,斗战胜佛套装,"""<FONT COLOR=\""\#68A16A\"" >斗战胜佛无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">传说中齐 Day大圣经历九九八十一难被封为斗战胜佛后所穿着的装束。凤翅紫金冠，锁子黄金甲，藕丝步云履，无一不是四海龙宫珍藏多 year 的极品装备。</FONT>""",1,1,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40216,,3,,,,,,,,,,,,,,,,,,,,,,,,
40217,金猴喵套装,"""<FONT COLOR=\""\#68A16A\"" >金猴喵无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">头戴凤翅紫金冠，身着锁子黄金甲，我就是传说中的金猴喵~穿上这套装备，遇到什么怪物都不会怕哦！</FONT>""",1,1,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40217,,3,,,,,,,,,,,,,,,,,,,,,,,,
40218,影武忍者套装,"""<FONT COLOR=\""\#68A16A\"" >影武忍者无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">仅在夜间出没的影舞忍者一族的标志性装束。特殊材质打造而成的护甲，不仅轻便耐用，而且具有极佳防护作用。深色的着装更利于在夜间潜行和执行 each 种暗杀任务。</FONT>""",1,1,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40218,,3,,,,,,,,,,,,,,,,,,,,,,,,
40219,白色恋人套装,"""<FONT COLOR=\""\#68A16A\"" >白色恋人无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">雪白绸缎织就的华丽装束。细腻精致的做工，珠宝拼镶的点缀，整套服饰尽显浪漫优雅，莹洁纯净，象征着情侣间纯洁神圣的爱情。</FONT>""",1,1,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40219,,3,,,,,,,,,,,,,,,,,,,,,,,,
40220,冰雪精灵套装,"""<FONT COLOR=\""\#68A16A\"" >冰雪精灵无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">一闪一闪亮晶晶，我不是小星星我是冰雪精灵！就是这样喵~</FONT>""",1,1,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40220,,3,,,,,,,,,,,,,,,,,,,,,,,,
40221,骑士喵套装,"""<FONT COLOR=\""\#68A16A\"" >骑士喵无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">以中世纪骑士风格打造的重型盔甲，完美的做到了全面防御，是艾露们专门针对大野猪飚车王而设计的装备。</FONT>""",1,1,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40221,,3,,,,,,,,,,,,,,,,,,,,,,,,
40222,飘逸秋装套装,"""<FONT COLOR=\""\#68A16A\"" >飘逸秋装无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：积分商城</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">使用皮革和布料精心缝制的秋装，飘逸的风格令人心驰神往，在秋季穿上这样一套时装，在路上必定会引得路人纷纷回头驻足。</FONT>""",1,4,gifts_event_ bonus_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40222,,3,,,,,,,,,,,,,,,,,,,,,,,,
40223,温软冬装套装,"""<FONT COLOR=\""\#68A16A\"" >温软冬装无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：积分商城</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">使用保暖性能极佳的材质制作的冬季专属时装，头部兔耳装饰俏皮可爱，毛茸茸的皮毛在冬季里给予猎人们周到而又妥贴的保护。</FONT>""",1,4,gifts_event_ bonus_red,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40223,,3,,,,,,,,,,,,,,,,,,,,,,,,
40224,华贵春装套装,"""<FONT COLOR=\""\#68A16A\"" >华贵春装无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：积分商城</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">一 year 之计在于春，专为初春时节制作的装束。靓丽明快的风格，让你在一 year 之初就能有一pieces好心情，穿上华贵春装迎接新的一 year 。</FONT>""",1,4,gifts_event_ bonus_green,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40224,,3,,,,,,,,,,,,,,,,,,,,,,,,
40225,优雅夏装套装,"""<FONT COLOR=\""\#68A16A\"" >优雅夏装无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：积分商城</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">使用绚丽的布料和丝绸精心缝制的夏装，外观十分优雅从容，加之极佳的透气性，深得猎人们的喜爱。</FONT>""",1,4,gifts_event_ bonus_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40225,,3,,,,,,,,,,,,,,,,,,,,,,,,
40226,财神喵套装(365 Day),"""<FONT COLOR=\""\#68A16A\"" >打开后获得：财神喵365 Day时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">艾露套装<BR>金闪闪的传统财神装束，配上纯金打造的招财喵爪杖，可爱的艾露喵瞬间变为招财喵</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40226,,3,,,,,,,,,,,,,,,,,,,,,,,,
40227,温软冬装套装(365 Day),"""<FONT COLOR=\""\#68A16A\"" >温软冬装365 Day时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">使用保暖性能极佳的材质制作的冬季专属时装，头部兔耳装饰俏皮可爱，毛茸茸的皮毛在冬季里给予猎人们周到而又妥贴的保护。</FONT>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40227,,3,,,,,,,,,,,,,,,,,,,,,,,,
40228,嗜血妖刀礼包,"""<FONT COLOR=\""\#68A16A\"" >嗜血妖刀礼包，打开后可获得：嗜血妖刀无时限（太刀武器时装），Hunting Soul Pointx30，[大师]麻痹陷阱10 pieces，千里眼药剂10 pieces。</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,5,mart_fashion_gifts_red,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40228,,3,,,,,,,,,,,,,,,,,,,,,,,,
40229,嗜血妖刀·S级礼包,"""<FONT COLOR=\""\#68A16A\"" >嗜血妖刀·S级礼包，打开后可获得：\n嗜血妖刀·S无时限（S级太刀武器时装），狩魂点x60，艾露猫宝藏[惠]20个，[大师]麻痹陷阱20个。</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40229,,3,,,,,,,,,,,,,,,,,,,,,,,,
40230,惊 Day弩炮礼包,"""<FONT COLOR=\""\#68A16A\"" >惊 Day弩炮礼包，打开后可获得：惊 Day弩炮无时限（弩炮武器时装），Hunting Soul Pointx30，[大师]麻痹陷阱x10，千里眼药剂x10。</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR>""",1,5,mart_fashion_gifts_red,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40230,,3,,,,,,,,,,,,,,,,,,,,,,,,
40231,惊 Day弩炮·S级礼包,"""<FONT COLOR=\""\#68A16A\"" >惊天弩炮·S级礼包，打开后可获得：\n惊天弩炮·S无时限（S级弩炮武器时装），狩魂点x220，艾露猫宝藏[惠]x20，[大师]麻痹陷阱x20。</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,5,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40231,,3,,,,,,,,,,,,,,,,,,,,,,,,
40232,AMD特级礼包,"""<FONT COLOR=\""\#68A16A\"" >AMD特级礼包，打开后可获得：\n狩魂点x120，艾露猫宝藏[惠]x10，传声筒x20，世界传声筒x20，遗迹石板x20，猫车票x10，古龙精华x10，温软冬装套装365天，春节财神365天。</FONT><BR><FONT COLOR=\""\#6285C6\"" >来源：商城</FONT><BR>""",1,5,mart_fashion_gifts_purple,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40232,,3,,,,,,,,,,,,,,,,,,,,,,,,
40233,烈焰红蝶套装,"""<FONT COLOR=\""\#68A16A\"" >烈焰红蝶无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">使用轻柔丝滑的绸缎衣料制作而成的烈焰红蝶服饰，以舒适和美艳著称，穿着后，犹如红蝶般灵动和绚丽。</FONT>""",1,1,mart_fashion_gifts_yellow,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40233,,3,,,,,,,,,,,,,,,,,,,,,,,,
40234,焰羽红蝶套装,"""<FONT COLOR=\""\#68A16A\"" >焰羽红蝶无时限套装</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Mall</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">使用轻柔丝滑的绸缎衣料制作而成的焰羽红蝶服饰，以舒适和美艳著称，穿着后，犹如红蝶般灵动和绚丽。</FONT>""",1,1,mart_fashion_gifts_red,1,0,1,1,9,2,0,0,999,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,,0,0,0,执行开包,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40234,,3,,,,,,,,,,,,,,,,,,,,,,,,
