# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,排序参数,强化规则,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
753312,雪狮子王套装( Helm),使用期限365天,30,3,ep_xszw_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,0,31536000,0,111017,121017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753313,雪狮子王套装( Helm),,30,3,ep_xszw_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,750013,0,0,111017,121017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753320,雪狮子王套装( Brace),使用期限7天,30,3,ep_xszw_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,604800,0,211017,221017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753321,雪狮子王套装( Brace),使用期限30天,30,3,ep_xszw_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,2592000,0,211017,221017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753322,雪狮子王套装( Brace),使用期限365天,30,3,ep_xszw_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,31536000,0,211017,221017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753323,雪狮子王套装( Brace),,30,3,ep_xszw_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,750013,0,0,211017,221017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753330,雪狮子王套装( Chest),使用期限7天,30,3,ep_xszw_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,604800,0,311017,321017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753331,雪狮子王套装( Chest),使用期限30天,30,3,ep_xszw_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,2592000,0,311017,321017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753332,雪狮子王套装( Chest),使用期限365天,30,3,ep_xszw_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,31536000,0,311017,321017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753333,雪狮子王套装( Chest),,30,3,ep_xszw_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,750013,0,0,311017,321017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753340,雪狮子王套装( Skirt),使用期限7天,30,3,ep_xszw_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,604800,0,411017,421017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753341,雪狮子王套装( Skirt),使用期限30天,30,3,ep_xszw_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,2592000,0,411017,421017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753342,雪狮子王套装( Skirt),使用期限365天,30,3,ep_xszw_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,31536000,0,411017,421017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753343,雪狮子王套装( Skirt),,30,3,ep_xszw_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,750013,0,0,411017,421017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753350,雪狮子王套装(腿甲),使用期限7天,30,3,ep_xszw_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,604800,0,511017,521017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753351,雪狮子王套装(腿甲),使用期限30天,30,3,ep_xszw_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,2592000,0,511017,521017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753352,雪狮子王套装(腿甲),使用期限365天,30,3,ep_xszw_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,31536000,0,511017,521017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753353,雪狮子王套装(腿甲),,30,3,ep_xszw_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,750013,0,0,511017,521017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753360,雪狮子王套装( Hat),使用期限7天,30,3,ep_xszw_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,0,604800,0,112017,122017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753361,雪狮子王套装( Hat),使用期限30天,30,3,ep_xszw_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,0,2592000,0,112017,122017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753362,雪狮子王套装( Hat),使用期限365天,30,3,ep_xszw_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,0,31536000,0,112017,122017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753363,雪狮子王套装( Hat),,30,3,ep_xszw_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,750013,0,0,112017,122017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753370,雪狮子王套装( Armguard),使用期限7天,30,3,ep_xszw_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,604800,0,212017,222017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753371,雪狮子王套装( Armguard),使用期限30天,30,3,ep_xszw_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,2592000,0,212017,222017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753372,雪狮子王套装( Armguard),使用期限365天,30,3,ep_xszw_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,31536000,0,212017,222017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753373,雪狮子王套装( Armguard),,30,3,ep_xszw_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,750013,0,0,212017,222017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753380,雪狮子王套装(护甲),使用期限7天,30,3,ep_xszw_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,604800,0,312017,322017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753381,雪狮子王套装(护甲),使用期限30天,30,3,ep_xszw_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,2592000,0,312017,322017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753382,雪狮子王套装(护甲),使用期限365天,30,3,ep_xszw_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,0,31536000,0,312017,322017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753383,雪狮子王套装(护甲),,30,3,ep_xszw_02,1,0,3,2,4,3,2,0,0,1,0,1,10000,50,1,750013,0,0,312017,322017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753390,雪狮子王套装(护腰),使用期限7天,30,3,ep_xszw_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,604800,0,412017,422017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753391,雪狮子王套装(护腰),使用期限30天,30,3,ep_xszw_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,2592000,0,412017,422017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753392,雪狮子王套装(护腰),使用期限365天,30,3,ep_xszw_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,0,31536000,0,412017,422017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753393,雪狮子王套装(护腰),,30,3,ep_xszw_05,1,0,3,2,4,4,2,0,0,1,0,1,10000,50,1,750013,0,0,412017,422017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753400,雪狮子王套装(护腿),使用期限7天,30,3,ep_xszw_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,604800,0,512017,522017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753401,雪狮子王套装(护腿),使用期限30天,30,3,ep_xszw_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,2592000,0,512017,522017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753402,雪狮子王套装(护腿),使用期限365天,30,3,ep_xszw_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,0,31536000,0,512017,522017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753403,雪狮子王套装(护腿),,30,3,ep_xszw_04,1,0,3,2,4,5,2,0,0,1,0,1,10000,50,1,750013,0,0,512017,522017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753410,星龙套装( Helm),使用期限7天,30,3,ep_nb3_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,0,604800,0,111013,121013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753411,星龙套装( Helm),使用期限30天,30,3,ep_nb3_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,0,2592000,0,111013,121013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753412,星龙套装( Helm),使用期限365天,30,3,ep_nb3_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,0,31536000,0,111013,121013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753413,星龙套装( Helm),,30,3,ep_nb3_01,1,0,3,2,4,1,2,0,0,1,0,1,10000,50,1,750013,0,0,111013,121013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753420,星龙套装( Brace),使用期限7天,30,3,ep_nb3_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,604800,0,211013,221013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753421,星龙套装( Brace),使用期限30天,30,3,ep_nb3_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,2592000,0,211013,221013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753422,星龙套装( Brace),使用期限365天,30,3,ep_nb3_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,0,31536000,0,211013,221013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753423,星龙套装( Brace),,30,3,ep_nb3_03,1,0,3,2,4,2,2,0,0,1,0,1,10000,50,1,750013,0,0,211013,221013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
